CD_GEOCMU,lat,long
"3106309",-19.259416,-42.450417
"3106408",-20.424738,-44.059989
"3106507",-16.862376,-42.494289
"3106606",-16.974530,-40.574244
"3106655",-15.684116,-41.761758
"3106705",-19.947363,-44.199261
"3106804",-21.624691,-43.773674
"3106903",-21.731512,-43.104802
"3107000",-18.757144,-45.539513
"3107109",-21.048561,-45.621146
"3107208",-22.215719,-44.482755
"3107307",-17.287239,-43.687383
"3107406",-19.684519,-45.286115
"3107505",-21.950061,-44.126964
"3107604",-21.013764,-46.529054
"3107703",-19.717667,-43.468642
"3107802",-19.742309,-42.351041
"3107901",-22.445809,-46.184390
"3108008",-21.026362,-44.784176
"3108107",-20.321450,-44.214759
"3108206",-16.486352,-46.190389
"3108255",-14.994423,-44.897572
"3108305",-22.256554,-46.151785
"3108404",-21.636374,-46.419447
"3108503",-16.937849,-43.005639
"3108552",-16.956983,-45.902478
"3108602",-16.242706,-44.439121
"3108701",-20.875124,-43.227451
"3108800",-19.025725,-42.716430
"3108909",-22.491170,-45.627927
"3109006",-20.177826,-44.122676
"3109105",-22.486088,-46.355252
"3109204",-17.880520,-44.041380
"3109253",-19.357696,-42.310856
"3109303",-15.453172,-46.604368
"3109402",-17.286053,-45.191810
"3109451",-16.076374,-47.123718
"3109501",-21.481566,-46.391490
"3109600",-19.516979,-44.472008
"3109709",-22.362450,-45.792801
"3109808",-18.607517,-49.479292
"3109907",-19.342511,-44.403441
"3110004",-19.867772,-43.636887
"3110103",-20.725310,-41.908415
"3110202",-20.785307,-42.764153
"3110301",-21.890803,-46.363711
"3110400",-20.640841,-45.132175
"3110509",-22.786867,-46.074781
"3110608",-22.582711,-46.078335
"3110707",-21.858954,-45.261835
"3110806",-18.283969,-41.734418
"3110905",-21.843906,-45.408451
"3111002",-21.710404,-46.221487
"3111101",-19.479130,-49.810006
"3111150",-16.508751,-44.763321
"3111200",-20.919680,-45.255901
"3111309",-21.113603,-45.849638
"3111408",-19.713413,-48.647837
"3111507",-19.604858,-46.197051
"3111606",-21.258848,-45.753587
"3111705",-20.666800,-42.621834
"3111804",-18.758137,-49.272630
"3111903",-21.033111,-45.185707
"3112000",-20.748496,-45.279578
"3112059",-18.516132,-42.648697
"3112109",-20.527214,-41.949507
"3112208",-20.917335,-43.608610
"3112307",-17.692882,-42.491952
"3112406",-20.657294,-47.031790
"3112505",-19.570064,-44.167699
"3112604",-18.687229,-49.581589
"3112653",-19.051197,-41.822159
"3112703",-16.136242,-43.664660
"3112802",-20.612657,-46.144192
"3112901",-20.176479,-42.252310
"3113008",-17.173581,-41.583522
"3113107",-20.891211,-43.720703
"3113206",-20.996682,-43.844341
"3113305",-20.702658,-42.087522
"3113404",-19.712117,-42.101973
"3113503",-17.494130,-43.057712
"3113602",-22.078620,-45.664419
"3113701",-17.674180,-40.842006
"3113800",-19.060347,-43.174441
"3113909",-21.453964,-45.196434
"3114006",-20.559672,-44.891824
"3114105",-22.091998,-45.161509
"3114204",-20.196476,-44.701150
"3114303",-18.907661,-46.185185
"3114402",-20.972104,-46.099101
"3114501",-20.561910,-44.647857
"3114550",-19.750258,-50.829818
"3114600",-21.496353,-44.612083
"3114709",-21.772818,-45.830514
"3114808",-22.022560,-44.488609
"3114907",-20.836186,-43.938017
"3115003",-18.568645,-47.876955
"3115102",-20.542592,-46.929007
"3115201",-21.145103,-44.493074
"3115300",-21.342415,-42.674057
"3115359",-20.075490,-43.407787
"3115409",-20.669585,-43.499977
"3115458",-17.371747,-41.498477
"3115474",-15.335646,-43.097411
"3115508",-21.977632,-44.947286
"3115607",-19.120895,-45.698626
"3115706",-18.768434,-41.294862
"3115805",-18.633398,-49.162467
"3115904",-21.686639,-43.213215
"3116001",-20.030978,-41.659784
"3116100",-17.147365,-42.412156
"3116159",-15.469380,-45.458571
"3116209",-22.002992,-43.029657
"3116308",-20.923988,-43.358165
"3116407",-20.369379,-47.239497
"3116506",-17.068713,-44.228127
"3116605",-20.397398,-44.775942
"3116704",-20.843830,-42.791493
"3116803",-18.248002,-42.839395
"3116902",-19.672183,-49.070931
"3117009",-16.285008,-41.767496
"3117108",-21.096958,-46.225936
"3117207",-22.146986,-45.425182
"3117306",-19.959758,-48.361478
"3117405",-19.913520,-41.686727
"3117504",-18.936822,-43.508392
"3117603",-19.785665,-44.871734
"3117702",-21.897323,-45.090823
"3117801",-22.447736,-45.775071
"3117836",-14.980905,-44.600216
"3117876",-19.642127,-43.974960
"3117900",-22.143381,-46.041376
"3118007",-20.516107,-43.861626
"3118106",-18.862708,-43.688068
"3118205",-19.883578,-47.623890
"3118304",-20.666008,-43.788657
"3118403",-19.170198,-41.456718
"3118502",-22.536459,-45.915545
"3118601",-19.887415,-44.083848
"3118700",-21.169044,-45.415338
"3118809",-16.613171,-44.378750
"3118908",-19.092099,-44.205018
"3119005",-21.781937,-45.662112
"3119104",-18.335491,-44.617524
"3119203",-18.616931,-42.268611
"3119302",-18.413108,-47.136817
"3119401",-19.458587,-42.689925
"3119500",-16.591284,-42.176304
"3119609",-21.604668,-43.293096
"3119708",-21.024663,-44.196624
"3119807",-19.781585,-45.982882
"3119906",-22.634456,-45.993174
"3119955",-20.450820,-45.532129
"3120003",-19.830499,-42.445720
"3120102",-18.084486,-43.439817
"3120151",-17.240102,-40.961483
"3120201",-20.811078,-45.557393
"3120300",-16.718635,-42.821016
"3120409",-20.835492,-43.826894
"3120508",-22.205665,-45.289405
"3120607",-20.404057,-44.359771
"3120706",-18.972299,-46.676079
"3120805",-21.730683,-44.797825
"3120839",-19.009293,-41.129310
"3120870",-15.862056,-41.765546
"3120904",-18.819908,-44.447885
"3121001",-18.471115,-43.647668
"3121100",-22.507072,-45.287802
"3121209",-20.356718,-46.772782
"3121258",-19.936103,-47.809689
"3121308",-21.446763,-42.963511
"3121407",-20.629730,-44.271349
"3121506",-21.150650,-43.519757
"3121605",-17.993791,-43.610796
"3121704",-20.481324,-43.183884
"3121803",-19.837666,-42.678121
"3121902",-20.987916,-42.998061
"3122009",-20.589991,-42.175424
"3122108",-18.712453,-41.506988
"3122207",-18.782268,-42.573422
"3122306",-20.123716,-44.930692
"3122355",-15.698673,-41.374068
"3122405",-21.517913,-46.245082
"3122454",-15.762883,-40.912312
"3122470",-16.740318,-46.289920
"3122504",-19.385972,-42.091233
"3122603",-18.928285,-43.259254
"3122702",-20.134641,-42.946230
"3122801",-22.228566,-45.142826
"3122900",-21.331452,-42.801056
"3123007",-21.100143,-43.989614
"3123106",-19.054017,-42.931109
"3123205",-19.489653,-45.547328
"3123304",-21.023913,-43.167216
"3123403",-20.291679,-45.887050
"3123502",-18.437368,-47.604393
"3123528",-20.147266,-41.795432
"3123601",-21.612366,-45.597330
"3123700",-19.128019,-42.019256
"3123809",-17.296491,-44.014039
"3123858",-19.655282,-42.241675
"3123908",-20.705156,-44.094823
"3124005",-20.848973,-42.600638
"3124104",-19.732903,-44.307538
"3124203",-20.597288,-41.929937
"3124302",-14.859025,-42.965811
"3124401",-22.008973,-45.986774
"3124500",-22.458277,-46.013976
"3124609",-21.706503,-42.467085
"3124708",-19.591878,-45.808317
"3124807",-18.715130,-47.726423
"3124906",-21.014022,-42.223280
"3125002",-21.575050,-43.560550
"3125101",-22.825235,-46.289658
"3125200",-21.465265,-45.814169
"3125309",-20.781174,-42.035655
"3125408",-18.133175,-43.238919
"3125507",-18.076345,-43.358503
"3125606",-16.636061,-40.733127
"3125705",-18.703089,-44.958192
"3125804",-19.101903,-42.096548
"3125903",-19.245525,-42.940157
"3125952",-20.680720,-42.346904
"3126000",-19.868492,-44.442114
"3126109",-20.553682,-45.516428
"3126208",-15.129700,-46.158482
"3126307",-20.887887,-46.771343
"3126406",-19.557580,-44.504241
"3126505",-16.977631,-42.309847
"3126604",-17.469808,-44.269860
"3126703",-16.393700,-43.478962
"3126752",-17.993335,-41.967935
"3126802",-18.139692,-41.510677
"3126901",-18.519728,-41.879190
"3126950",-18.143403,-42.755873
"3127008",-20.228532,-49.158865
"3127057",-16.893867,-40.835410
"3127073",-16.125596,-42.519945
"3127107",-20.035722,-49.000460
"3127206",-19.361051,-44.074104
"3127305",-18.880231,-41.545148
"3127339",-14.971033,-43.259681
"3127354",-16.903863,-43.639275
"3127370",-19.021938,-41.236066
"3127388",-21.555547,-43.189280
"3127404",-22.673028,-45.824937
"3127503",-18.873871,-42.505095
"3127602",-18.523523,-43.833494
"3127701",-18.783426,-41.963560
"3127800",-16.463903,-42.994004
"3127909",-18.488132,-47.760399
"3128006",-18.833671,-42.853182
"3128105",-20.764259,-45.920981
"3128204",-20.555175,-43.020707
"3128253",-17.078522,-43.620615
"3128303",-21.277447,-46.807301
"3128402",-21.356975,-43.057669
"3128501",-21.754717,-43.022064
"3128600",-17.731923,-47.126278
"3128709",-21.290597,-46.682930
"3128808",-21.166800,-42.785669
"3128907",-18.816045,-46.752936
"3129004",-21.014903,-42.699682
"3129103",-19.098365,-49.870091
"3129202",-22.049131,-45.540646
"3129301",-19.347115,-42.242751
"3129400",-21.449688,-43.959011
"3129509",-19.557869,-46.595757
"3129608",-16.828780,-44.790245
"3129657",-15.696794,-44.144909
"3129707",-20.393292,-47.111623
"3129806",-20.023539,-44.068543
"3129905",-22.067365,-46.407657
"3130002",-21.167142,-44.782953
"3130051",-16.225127,-44.916393
"3130101",-20.059349,-44.321968
"3130200",-19.951053,-44.718358
"3130309",-20.156187,-45.752726
"3130408",-21.178163,-44.933843
"3130507",-20.931457,-45.801642
"3130556",-19.618645,-41.967703
"3130606",-22.336576,-46.281692
"3130655",-15.562196,-42.142960
"3130705",-18.952299,-47.849646
"3130804",-21.410591,-44.924645
"3130903",-19.498631,-41.966914
"3131000",-19.497944,-44.409129
"3131109",-18.730259,-44.291918
"3131158",-19.408841,-42.370798
"3131208",-19.757800,-41.749355
"3131307",-19.438973,-42.600922
"3131406",-18.698223,-49.932119
"3131505",-22.028001,-46.130567
"3131604",-19.043933,-47.457509
"3131703",-19.600608,-43.299913
"3131802",-18.549193,-41.244619
"3131901",-20.253522,-43.809957
"3132008",-16.935006,-43.328817
"3132107",-15.177268,-44.125008
"3132206",-20.371926,-44.531815
"3132305",-17.409373,-41.659367
"3132404",-22.421963,-45.414403
"3132503",-17.856461,-42.877043
"3132602",-21.424045,-42.847855
"3132701",-18.159125,-41.846207
"3132800",-19.396353,-43.351266
"3132909",-21.074235,-47.050138
"3133006",-22.289272,-44.757687
"3133105",-22.320098,-44.921047
"3133204",-19.160957,-41.820332
"3133303",-16.583042,-41.534373
"3133402",-19.794853,-49.423455
"3133501",-20.458491,-45.107917
"3133600",-22.699783,-46.209786
"3133709",-20.209180,-44.452886
"3133758",-20.736886,-46.771623
"3133808",-20.078090,-44.588851
"3133907",-20.685227,-43.612900
"3134004",-16.586585,-41.835528
"3134103",-19.372696,-41.103853
"3134202",-18.992644,-49.544208
"3134301",-21.289784,-44.824078
"3134400",-19.716330,-50.344999
"3134509",-21.351285,-44.710243
"3134608",-19.440758,-43.718162
"3134707",-16.182459,-40.313729
"3134806",-21.024433,-46.735624
"3134905",-22.287755,-46.600989
"3135001",-19.637580,-42.718188
"3135050",-15.233183,-43.674956
"3135076",-18.464006,-41.740318
"3135100",-15.799019,-43.396713
"3135209",-15.319956,-44.849486
"3135308",-20.132782,-45.529126
"3135357",-15.944491,-44.329261
"3135407",-20.552430,-44.047084
"3135456",-17.168263,-42.215292
"3135506",-20.474167,-42.619615
"3135605",-17.209900,-44.475838
"3135704",-19.211580,-44.001193
"3135803",-16.388831,-41.082973
"3135902",-22.009933,-45.275377
"3136009",-16.770727,-41.015379
"3136108",-19.209624,-42.704367
"3136207",-19.837941,-43.161486
"3136306",-17.604943,-45.934259
"3136405",-17.676046,-44.111582
"3136504",-15.883303,-40.313890
"3136520",-16.900187,-42.656135
"3136553",-18.247174,-42.480144
"3136579",-16.541651,-42.550697
"3136603",-19.635339,-43.572040
"3136652",-19.956318,-44.354235
"3136702",-21.745499,-43.464733
"3136801",-16.840117,-43.564489
"3136900",-21.220843,-46.526519
"3137007",-17.626403,-41.822553
"3137106",-18.103542,-46.734622
"3137205",-20.011011,-45.493999
"3137304",-17.007815,-44.646363
"3137403",-20.892254,-44.074681
"3137502",-18.769534,-46.336777
"3137536",-17.766370,-46.501607
"3137601",-19.628407,-43.885812
"3137700",-20.143694,-41.587903
"3137809",-22.000926,-45.377697
"3137908",-20.779725,-43.474539
"3138005",-21.356635,-42.450763
"3138104",-17.880815,-44.695552
"3138203",-21.264676,-45.038487
"3138302",-19.679512,-45.040825
"3138351",-17.069809,-42.744549
"3138401",-21.548648,-42.644096
"3138500",-22.015820,-44.333067
"3138609",-21.799403,-43.886916
"3138625",-19.407151,-50.647824
"3138658",-15.856342,-44.269602
"3138674",-20.436290,-42.074460
"3138682",-16.196270,-44.596487
"3138708",-21.537978,-44.923145
"3138807",-19.827341,-45.678819
"3138906",-17.083857,-40.719726
"3139003",-21.665935,-45.920121
"3139102",-21.484977,-44.332147
"3139201",-17.843360,-42.110227
"3139250",-15.012833,-42.953913
"3139300",-14.648100,-44.092546
"3139409",-20.195325,-42.106835
"3139508",-20.347321,-41.939402
"3139607",-18.684919,-41.080869
"3139706",-19.501192,-44.671252
"3139805",-21.877681,-43.018573
"3139904",-22.322470,-45.313539
"3140001",-20.329103,-43.331334
"3140100",-18.493979,-42.074048
"3140159",-20.076675,-44.176073
"3140209",-21.694303,-42.956546
"3140308",-19.705786,-42.614802
"3140407",-22.463623,-45.172232
"3140506",-19.412279,-45.190479
"3140530",-20.258885,-41.842668
"3140555",-15.761453,-40.702343
"3140605",-18.461265,-43.046879
"3140704",-20.027283,-44.437498
"3140803",-21.871029,-43.308003
"3140852",-14.903654,-43.761825
"3140902",-20.308476,-42.315688
"3141009",-15.425301,-42.864164
"3141108",-19.523758,-44.051431
"3141207",-19.193623,-45.995538
"3141306",-19.989152,-46.339726
"3141405",-16.270520,-41.510066
"3141504",-18.629316,-41.355834
"3141603",-21.188268,-43.332843
"3141702",-19.247951,-42.612132
"3141801",-17.361465,-42.435988
"3141900",-21.674924,-44.613943
"3142007",-16.259396,-44.157699
"3142106",-20.849528,-42.399671
"3142205",-21.150075,-42.617890
"3142254",-14.752964,-44.421600
"3142304",-20.330108,-43.992115
"3142403",-19.841236,-45.407204
"3142502",-18.387917,-44.023120
"3142601",-21.733142,-45.481900
"3142700",-14.473190,-44.501538
"3142809",-18.844535,-48.886767
"3142908",-15.206748,-42.968737
"3143005",-21.314761,-46.326383
"3143104",-18.709190,-47.460950
"3143153",-16.877365,-41.266287
"3143203",-21.188396,-46.946679
"3143302",-16.619055,-43.929469
"3143401",-22.420283,-46.519317
"3143450",-15.191268,-42.469495
"3143500",-18.578214,-45.402514
"3143609",-18.629994,-44.633147
"3143708",-19.235104,-43.402502
"3143807",-22.631956,-46.304300
"3143906",-21.091372,-42.421458
"3144003",-19.919233,-41.446914
"3144102",-21.355647,-46.516514
"3144201",-18.480623,-42.187975
"3144300",-17.779309,-40.496966
"3144359",-19.181098,-42.324449
"3144375",-16.545175,-46.474758
"3144409",-22.130092,-45.512141
"3144508",-21.204201,-44.615088
"3144607",-21.227558,-45.260791
"3144656",-15.368110,-41.659857
"3144672",-18.488170,-41.102037
"3144706",-19.718820,-43.013747
"3144805",-20.074183,-43.903976
"3144904",-18.452560,-41.522409
"3145000",-19.261203,-47.706874
"3145059",-15.734575,-43.275040
"3145109",-21.097955,-46.415645
"3145208",-19.852343,-44.973955
"3145307",-17.370769,-41.955170
"3145356",-17.229238,-41.227611
"3145372",-16.011024,-42.397685
"3145406",-21.907100,-43.966070
"3145455",-17.478035,-43.594915
"3145505",-22.090531,-45.285377
"3145604",-20.749808,-44.735976
"3145703",-21.335819,-43.514918
"3145802",-19.708231,-44.735534
"3145851",-20.426446,-42.793743
"3145877",-20.514578,-42.212846
"3145901",-20.524660,-43.675337
"3146008",-22.254786,-46.383984
"3146107",-20.391104,-43.610388
"3146206",-18.048522,-41.296319
"3146255",-16.301247,-42.586291
"3146305",-17.037992,-41.552017
"3146404",-18.918839,-45.491035
"3146503",-20.381545,-45.693917
"3146552",-15.419123,-43.149589
"3146602",-21.286755,-43.423872
"3146701",-21.419077,-42.328882
"3146750",-16.788543,-40.371083
"3146909",-19.376478,-44.691332
"3147006",-17.173152,-46.884200
"3147105",-19.834255,-44.607863
"3147204",-21.566808,-45.749917
"3147303",-22.571490,-45.816999
"3147402",-19.272196,-44.452664
"3147501",-19.360287,-43.175300
"3147600",-22.405782,-44.968340
"3147709",-20.648934,-44.491099
"3147808",-22.182923,-44.261507
"3147907",-20.718580,-46.621993
"3147956",-16.080637,-44.101417
"3148004",-18.597008,-46.507718
"3148103",-18.970516,-47.051255
"3148202",-21.167153,-42.252987
"3148301",-20.855880,-42.984976
"3148400",-18.458201,-42.865273
"3148509",-17.471520,-41.061624
"3148608",-18.557060,-42.510363
"3148707",-15.955069,-41.184234
"3148756",-20.476643,-42.375302
"3148806",-20.592975,-42.721325
"3148905",-20.286880,-45.229312
"3149002",-20.827694,-42.154906
"3149101",-22.249612,-45.453893
"3149150",-15.625739,-44.323655
"3149200",-19.192253,-47.510277
"3149309",-19.639889,-44.052793
"3149408",-21.725281,-43.729117
"3149507",-21.825873,-43.132098
"3149606",-19.604757,-44.635787
"3149705",-19.940240,-45.057902
"3149804",-19.400151,-47.195992
"3149903",-21.075927,-45.064777
"3149952",-19.084232,-42.231826
"3150000",-18.331132,-41.560068
"3150109",-21.502384,-43.316744
"3150158",-19.763027,-42.044714
"3150208",-20.241710,-42.718067
"3150307",-21.484036,-44.155476
"3150406",-20.474052,-44.246439
"3150505",-20.530492,-45.831310
"3150539",-19.743406,-42.421844
"3150570",-16.049381,-45.247247
"3150604",-20.522241,-44.422710
"3150703",-19.940254,-48.657760
"3150802",-20.633255,-43.299016
"3150901",-22.556639,-45.515469
"3151008",-22.362977,-45.586552
"3151107",-21.679087,-42.363932
"3151206",-17.393347,-44.867447
"3151305",-21.263779,-43.029695
"3151404",-19.587790,-44.886452
"3151503",-20.441441,-46.050404
"3151602",-20.081251,-48.646264
"3151701",-21.806269,-45.993327
"3151800",-21.808024,-46.563295
"3151909",-19.584950,-41.557151
"3152006",-19.131142,-44.923585
"3152105",-20.412149,-42.917387
"3152131",-16.608805,-44.973616
"3152170",-16.834228,-41.474427
"3152204",-15.716600,-43.075823
"3152303",-20.663585,-43.080366
"3152402",-17.814975,-41.769344
"3152501",-22.264901,-45.939971
"3152600",-22.175423,-44.932562
"3152709",-21.098588,-44.063463
"3152808",-19.329876,-48.954197
"3152907",-20.787337,-46.862718
"3153004",-19.759764,-46.402570
"3153103",-20.770440,-43.154775
"3153202",-18.726055,-44.083259
"3153301",-18.633917,-43.578097
"3153400",-18.239189,-46.336190
"3153509",-20.437248,-41.948847
"3153608",-19.464455,-44.111442
"3153707",-19.279769,-45.603073
"3153806",-20.732107,-43.890759
"3153905",-19.980931,-43.783160
"3154002",-20.013182,-42.390205
"3154101",-21.519777,-42.437850
"3154150",-20.237810,-41.940295
"3154200",-20.837451,-44.292037
"3154309",-19.211934,-41.153089
"3154408",-21.085412,-43.753197
"3154457",-16.276691,-45.927943
"3154507",-16.054479,-42.993421
"3154606",-19.779563,-44.072029
"3154705",-21.147887,-45.073063
"3154804",-20.105843,-43.771992
"3154903",-20.140940,-42.660615
"3155009",-20.215593,-42.906526
"3155108",-16.676569,-40.555792
"3155207",-20.867882,-43.492077
"3155306",-20.267054,-44.344961
"3155405",-21.468571,-43.143910
"3155504",-19.240005,-46.298920
"3155603",-15.708962,-42.551364
"3155702",-19.970815,-43.149201
"3155801",-21.248380,-43.171800
"3155900",-22.041027,-43.878622
"3156007",-18.254667,-43.055060
"3156106",-20.982289,-44.376401
"3156205",-21.641014,-43.028565
"3156304",-21.210682,-42.841313
"3156403",-18.903532,-47.562557
"3156452",-20.979374,-42.511411
"3156502",-16.367659,-42.233964
"3156601",-16.463876,-40.494238
"3156700",-19.851280,-43.779147
"3156809",-18.650898,-43.063516
"3156908",-19.904488,-47.266379
"3157005",-16.111139,-42.152069
"3157104",-16.110472,-40.029230
"3157203",-20.028948,-43.475135
"3157252",-19.945139,-42.106604
"3157278",-21.963941,-43.694469
"3157302",-21.245078,-43.531503
"3157336",-21.120309,-44.217297
"3157377",-16.050739,-41.789861
"3157401",-20.230612,-42.814008
"3157500",-18.862834,-42.404340
"3157609",-16.701470,-45.557072
"3157658",-16.901978,-40.658836
"3157708",-19.380275,-47.509102
"3157807",-19.744803,-43.836620
"3157906",-20.428138,-42.266162
"3158003",-19.435293,-43.044927
"3158102",-16.307343,-40.116354
"3158201",-18.258483,-42.324348
"3158300",-21.270575,-45.505355
"3158409",-21.282115,-42.556146
"3158508",-18.915768,-43.901122
"3158607",-21.945971,-43.182806
"3158706",-21.636925,-44.066118
"3158805",-20.883110,-45.062076
"3158904",-20.055958,-41.892311
"3158953",-19.385070,-42.520474
"3159001",-19.188681,-43.644675
"3159100",-20.796862,-43.669814
"3159209",-22.023720,-46.271395
"3159308",-22.101531,-44.091849
"3159357",-19.875037,-42.123265
"3159407",-21.577218,-43.930201
"3159506",-19.412808,-41.388686
"3159605",-22.237040,-45.682757
"3159704",-19.562044,-45.999768
"3159803",-18.989618,-50.275593
"3159902",-20.916224,-44.942787
"3160009",-21.751444,-42.811524
"3160108",-20.322177,-42.603926
"3160207",-18.478409,-43.266743
"3160306",-16.503649,-40.277476
"3160405",-20.083049,-45.292269
"3160454",-15.288146,-42.660995
"3160504",-19.241403,-43.249049
"3160603",-18.390204,-44.172391
"3160702",-21.457727,-43.525719
"3160801",-21.570057,-45.072327
"3160900",-20.627495,-43.972402
"3160959",-19.524607,-42.030864
"3161007",-19.903045,-42.903230
"3161056",-18.568623,-41.448560
"3161106",-15.896469,-44.861289
"3161205",-20.716549,-44.995400
"3161304",-19.796752,-49.859426
"3161403",-20.791916,-42.282276
"3161502",-20.910600,-42.829109
"3161601",-18.896329,-42.310362
"3161650",-18.916808,-41.366864
"3161700",-18.176725,-45.545918
"3161809",-19.983872,-44.828438
"3161908",-19.817153,-43.321368
"3162005",-21.911011,-45.594350
"3162104",-19.359920,-45.999484
"3162203",-20.577155,-46.438626
"3162252",-16.859783,-44.334765
"3162302",-21.942588,-45.923191
"3162401",-15.908449,-43.895268
"3162450",-14.891893,-44.227720
"3162500",-21.263147,-44.274429
"3162559",-20.369993,-42.153481
"3162575",-18.752620,-41.164358
"3162609",-19.353959,-42.170338
"3162658",-16.555320,-44.524365
"3162708",-15.342813,-41.976885
"3162807",-18.513626,-42.775599
"3162906",-21.583021,-43.003247
"3162922",-20.070850,-44.249001
"3162948",-20.749233,-46.244878
"3162955",-19.696891,-43.990399
"3163003",-18.317512,-42.123353
"3163102",-19.696076,-44.561510
"3163201",-22.330383,-45.517792
"3163300",-18.398280,-41.375980
"3163409",-19.932229,-42.695506
"3163508",-18.242868,-42.668271
"3163607",-20.020127,-41.770042
"3163706",-22.117149,-45.034285
"3163805",-20.726824,-42.710834
"3163904",-21.126832,-46.641947
"3164001",-20.054191,-42.569844
"3164100",-18.347890,-42.592629
"3164209",-16.389449,-45.406300
"3164308",-20.187040,-46.513549
"3164407",-22.161150,-45.775803
"3164431",-21.024256,-42.599234
"3164472",-19.507236,-41.957316
"3164506",-18.059732,-42.541183
"3164605",-20.251585,-45.044233
"3164704",-20.922416,-47.006409
"3164803",-19.300504,-43.219483
"3164902",-22.219438,-45.024822
"3165008",-20.938536,-44.560355
"3165107",-20.786166,-47.127225
"3165206",-21.733341,-44.963794
"3165305",-21.667053,-44.474321
"3165404",-22.786299,-45.848557
"3165503",-18.775481,-42.407048
"3165537",-20.059145,-44.121043
"3165552",-17.622500,-42.156822
"3165560",-20.080052,-42.825121
"3165578",-22.557664,-46.217128
"3165602",-21.770438,-42.909189
"3165701",-20.904273,-43.104490
"3165800",-22.156764,-46.141077
"3165909",-17.855245,-43.240951
"3166006",-20.801000,-43.349449
"3166105",-18.913206,-43.080527
"3166204",-21.031244,-43.600223
"3166303",-20.492319,-42.458723
"3166402",-21.916520,-44.459600
"3166501",-18.390648,-43.207278
"3166600",-19.385547,-45.777247
"3166709",-17.784094,-40.264434
"3166808",-19.159141,-46.654527
"3166907",-21.554019,-46.092808
"3166956",-15.856825,-42.860924
"3167004",-21.830991,-44.536890
"3167103",-18.536424,-43.401781
"3167202",-19.437172,-44.253469
"3167301",-21.143368,-43.203044
"3167400",-22.036896,-45.805584
"3167509",-21.964229,-43.292983
"3167608",-19.998956,-41.987261
"3167707",-19.218230,-42.145858
"3167806",-22.026957,-45.027609
"3167905",-21.363355,-43.256172
"3168002",-15.824495,-42.056108
"3168051",-19.738614,-41.611560
"3168101",-19.915843,-46.868282
"3168200",-19.876199,-46.160680
"3168309",-19.634011,-43.685621
"3168408",-19.301466,-41.901917
"3168507",-20.632125,-42.862464
"3168606",-17.714603,-41.383655
"3168705",-19.558007,-42.602630
"3168804",-21.116425,-44.154618
"3168903",-18.860057,-45.824077
"3169000",-21.177475,-43.026478
"3169059",-22.358693,-46.146492
"3169109",-22.705712,-46.383217
"3169208",-20.881901,-42.064171
"3169307",-21.686406,-45.204893
"3169356",-18.297841,-45.069157
"3169406",-21.393545,-45.498161
"3169505",-19.015004,-41.705497
"3169604",-18.534867,-48.755280
"3169703",-17.244466,-42.839942
"3169802",-21.884976,-45.799678
"3169901",-21.105329,-42.965274
"3170008",-16.364026,-44.847682
"3170057",-19.660522,-42.069942
"3170107",-19.580931,-47.977162
"3170206",-19.027771,-48.331737
"3170305",-17.272387,-40.666907
"3170404",-16.375835,-46.819723
"3170438",-19.408437,-50.342952
"3170479",-16.092587,-46.319614
"3170503",-20.325314,-42.729792
"3170529",-16.028639,-45.572879
"3170578",-19.603680,-42.321296
"3170602",-20.431277,-46.336151
"3170651",-15.340664,-42.298940
"3170701",-21.557484,-45.409108
"3170750",-18.466554,-45.935192
"3170800",-17.495740,-44.727269
"3170909",-15.641476,-43.934430
"3171006",-17.869152,-46.867624
"3171030",-15.540190,-43.628300
"3171071",-17.487665,-42.725250
"3171105",-19.602467,-48.340915
"3171154",-20.033985,-42.254299
"3171204",-19.730967,-43.944853
"3171303",-20.740420,-42.885513
"3171402",-20.912645,-42.281986
"3171501",-18.611134,-41.927182
"3171600",-16.715471,-42.339625
"3171709",-22.341941,-45.108513
"3171808",-18.791881,-42.670291
"3171907",-18.451670,-42.317546
"3172004",-21.011577,-42.839965
"3172103",-21.758022,-42.557356
"3172202",-22.554683,-45.401370
"3200102",-20.089427,-41.126514
"3200136",-18.970334,-40.749506
"3200169",-18.516649,-40.996759
"3200201",-20.719348,-41.512240
"3200300",-20.563888,-40.827046
"3200359",-19.022115,-40.987197
"3200409",-20.719216,-40.686033
"3200508",-21.072136,-41.554142
"3200607",-19.765977,-40.175959
"3200706",-20.962955,-41.187172
"3200805",-19.569878,-40.982836
"3200904",-18.666020,-40.831549
"3201001",-18.484787,-40.329071
"3201100",-21.084463,-41.633840
"3201159",-20.125374,-41.296939
"3201209",-20.767769,-41.189642
"3201308",-20.290682,-40.442129
"3201407",-20.551674,-41.203981
"3201506",-19.486261,-40.655589
"3201605",-18.445552,-39.833156
"3201704",-20.370678,-41.265983
"3201803",-20.586725,-41.724525
"3201902",-20.307804,-40.849139
"3202009",-20.635010,-41.812111
"3202108",-18.265584,-40.807693
"3202207",-19.968739,-40.355583
"3202256",-19.205356,-40.500011
"3202306",-20.763388,-41.705212
"3202405",-20.585222,-40.545790
"3202454",-20.250757,-41.550304
"3202504",-19.834799,-40.417867
"3202553",-20.485956,-41.692623
"3202603",-20.754936,-40.857468
"3202652",-20.331232,-41.636752
"3202702",-19.728438,-40.864571
"3202801",-20.966909,-40.946801
