,casesPer100K,deathsPer100K,date,cod
0,4.358247984310308,0.0,2020-05-02,110001
1,4.358247984310308,0.0,2020-05-03,110001
2,4.358247984310308,0.0,2020-05-04,110001
3,4.358247984310308,0.0,2020-05-05,110001
4,4.358247984310308,0.0,2020-05-06,110001
5,4.358247984310308,0.0,2020-05-07,110001
6,4.358247984310308,0.0,2020-05-08,110001
7,4.358247984310308,0.0,2020-05-09,110001
8,4.358247984310308,0.0,2020-05-10,110001
9,4.358247984310308,0.0,2020-05-11,110001
10,4.358247984310308,0.0,2020-05-12,110001
11,4.358247984310308,0.0,2020-05-13,110001
0,1.8542039438917888,0.0,2020-04-10,110002
1,1.8542039438917888,0.0,2020-04-11,110002
2,1.8542039438917888,0.0,2020-04-12,110002
3,1.8542039438917888,0.0,2020-04-13,110002
4,1.8542039438917888,0.0,2020-04-14,110002
5,1.8542039438917888,0.0,2020-04-15,110002
6,1.8542039438917888,0.0,2020-04-16,110002
7,1.8542039438917888,0.0,2020-04-17,110002
8,1.8542039438917888,0.0,2020-04-18,110002
9,1.8542039438917888,0.0,2020-04-19,110002
10,1.8542039438917888,0.0,2020-04-20,110002
11,1.8542039438917888,0.0,2020-04-21,110002
12,1.8542039438917888,0.0,2020-04-22,110002
13,1.8542039438917888,0.0,2020-04-23,110002
14,1.8542039438917888,0.0,2020-04-24,110002
15,1.8542039438917888,0.0,2020-04-25,110002
16,1.8542039438917888,0.0,2020-04-26,110002
17,1.8542039438917888,0.0,2020-04-27,110002
18,1.8542039438917888,0.0,2020-04-28,110002
19,1.8542039438917888,0.0,2020-04-29,110002
20,1.8542039438917888,0.0,2020-04-30,110002
21,1.8542039438917888,0.0,2020-05-01,110002
22,1.8542039438917888,0.0,2020-05-02,110002
23,1.8542039438917888,0.0,2020-05-03,110002
24,1.8542039438917888,0.0,2020-05-04,110002
25,1.8542039438917888,0.0,2020-05-05,110002
26,1.8542039438917888,0.0,2020-05-06,110002
27,1.8542039438917888,0.0,2020-05-07,110002
28,1.8542039438917888,0.0,2020-05-08,110002
29,1.8542039438917888,0.0,2020-05-09,110002
30,1.8542039438917888,0.0,2020-05-10,110002
31,1.8542039438917888,0.0,2020-05-11,110002
32,1.8542039438917888,0.0,2020-05-12,110002
33,1.8542039438917888,0.0,2020-05-13,110002
0,1.1715226279595592,0.0,2020-04-30,110004
1,1.1715226279595592,0.0,2020-05-01,110004
2,1.1715226279595592,0.0,2020-05-02,110004
3,1.1715226279595592,0.0,2020-05-03,110004
4,1.1715226279595592,0.0,2020-05-04,110004
5,1.1715226279595592,0.0,2020-05-05,110004
6,1.1715226279595592,0.0,2020-05-06,110004
7,1.1715226279595592,0.0,2020-05-07,110004
8,1.1715226279595592,0.0,2020-05-08,110004
9,1.1715226279595592,0.0,2020-05-09,110004
10,1.1715226279595592,0.0,2020-05-10,110004
11,1.1715226279595592,0.0,2020-05-11,110004
12,1.1715226279595592,0.0,2020-05-12,110004
13,1.1715226279595592,0.0,2020-05-13,110004
0,3.0888984987953294,0.0,2020-05-01,110009
1,3.0888984987953294,0.0,2020-05-02,110009
2,3.0888984987953294,0.0,2020-05-03,110009
3,3.0888984987953294,0.0,2020-05-04,110009
4,3.0888984987953294,0.0,2020-05-05,110009
5,3.0888984987953294,0.0,2020-05-06,110009
6,3.0888984987953294,0.0,2020-05-07,110009
7,3.0888984987953294,0.0,2020-05-08,110009
8,3.0888984987953294,0.0,2020-05-09,110009
9,3.0888984987953294,0.0,2020-05-10,110009
10,3.0888984987953294,0.0,2020-05-11,110009
11,3.0888984987953294,0.0,2020-05-12,110009
12,3.0888984987953294,0.0,2020-05-13,110009
0,8.662883874041668,2.165720968510417,2020-04-30,110010
1,8.662883874041668,2.165720968510417,2020-05-01,110010
2,8.662883874041668,2.165720968510417,2020-05-02,110010
3,8.662883874041668,2.165720968510417,2020-05-03,110010
4,8.662883874041668,2.165720968510417,2020-05-04,110010
5,8.662883874041668,2.165720968510417,2020-05-05,110010
6,8.662883874041668,2.165720968510417,2020-05-06,110010
7,8.662883874041668,2.165720968510417,2020-05-07,110010
8,8.662883874041668,2.165720968510417,2020-05-08,110010
9,8.662883874041668,2.165720968510417,2020-05-09,110010
10,8.662883874041668,2.165720968510417,2020-05-10,110010
11,8.662883874041668,2.165720968510417,2020-05-11,110010
12,8.662883874041668,2.165720968510417,2020-05-12,110010
13,8.662883874041668,2.165720968510417,2020-05-13,110010
0,1.931434089811685,0.0,2020-03-31,110011
1,1.931434089811685,0.0,2020-04-01,110011
2,1.931434089811685,0.0,2020-04-02,110011
3,1.931434089811685,0.0,2020-04-03,110011
4,1.931434089811685,0.0,2020-04-04,110011
5,1.931434089811685,0.0,2020-04-05,110011
6,1.931434089811685,0.0,2020-04-06,110011
7,1.931434089811685,0.0,2020-04-07,110011
8,1.931434089811685,0.0,2020-04-08,110011
9,1.931434089811685,0.0,2020-04-09,110011
10,1.931434089811685,0.0,2020-04-10,110011
11,1.931434089811685,0.0,2020-04-11,110011
12,1.931434089811685,0.0,2020-04-12,110011
13,1.931434089811685,0.0,2020-04-13,110011
14,1.931434089811685,0.0,2020-04-14,110011
15,1.931434089811685,0.0,2020-04-15,110011
16,1.931434089811685,0.0,2020-04-16,110011
17,1.931434089811685,0.0,2020-04-17,110011
18,1.931434089811685,0.0,2020-04-18,110011
19,1.931434089811685,0.0,2020-04-19,110011
20,1.931434089811685,0.0,2020-04-20,110011
21,1.931434089811685,0.0,2020-04-21,110011
22,1.931434089811685,0.0,2020-04-22,110011
23,1.931434089811685,0.0,2020-04-23,110011
24,1.931434089811685,0.0,2020-04-24,110011
25,1.931434089811685,0.0,2020-04-25,110011
26,1.931434089811685,0.0,2020-04-26,110011
27,1.931434089811685,0.0,2020-04-27,110011
28,1.931434089811685,0.0,2020-04-28,110011
29,1.931434089811685,0.0,2020-04-29,110011
30,1.931434089811685,0.0,2020-04-30,110011
31,1.931434089811685,0.0,2020-05-01,110011
32,1.931434089811685,0.0,2020-05-02,110011
33,1.931434089811685,0.0,2020-05-03,110011
34,1.931434089811685,0.0,2020-05-04,110011
35,1.931434089811685,0.0,2020-05-05,110011
36,1.931434089811685,0.0,2020-05-06,110011
37,1.931434089811685,0.0,2020-05-07,110011
38,1.931434089811685,0.0,2020-05-08,110011
39,1.931434089811685,0.0,2020-05-09,110011
40,1.931434089811685,0.0,2020-05-10,110011
41,1.931434089811685,0.0,2020-05-11,110011
42,1.931434089811685,0.0,2020-05-12,110011
43,1.931434089811685,0.0,2020-05-13,110011
0,0.7753801301087858,0.0,2020-03-28,110012
1,0.7753801301087858,0.0,2020-03-29,110012
2,0.7753801301087858,0.0,2020-03-30,110012
3,0.7753801301087858,0.0,2020-03-31,110012
4,0.7753801301087858,0.0,2020-04-01,110012
5,0.7753801301087858,0.0,2020-04-02,110012
6,0.7753801301087858,0.0,2020-04-03,110012
7,0.7753801301087858,0.0,2020-04-04,110012
8,0.7753801301087858,0.0,2020-04-05,110012
9,0.7753801301087858,0.0,2020-04-06,110012
10,0.7753801301087858,0.0,2020-04-07,110012
11,0.7753801301087858,0.0,2020-04-08,110012
12,0.7753801301087858,0.0,2020-04-09,110012
13,0.7753801301087858,0.0,2020-04-10,110012
14,0.7753801301087858,0.0,2020-04-11,110012
15,0.7753801301087858,0.0,2020-04-12,110012
16,0.7753801301087858,0.0,2020-04-13,110012
17,0.7753801301087858,0.0,2020-04-14,110012
18,0.7753801301087858,0.0,2020-04-15,110012
19,0.7753801301087858,0.0,2020-04-16,110012
20,0.7753801301087858,0.0,2020-04-17,110012
21,0.7753801301087858,0.0,2020-04-18,110012
22,0.7753801301087858,0.0,2020-04-19,110012
23,0.7753801301087858,0.0,2020-04-20,110012
24,0.7753801301087858,0.0,2020-04-21,110012
25,0.7753801301087858,0.0,2020-04-22,110012
26,0.7753801301087858,0.0,2020-04-23,110012
27,0.7753801301087858,0.0,2020-04-24,110012
28,0.7753801301087858,0.0,2020-04-25,110012
29,0.7753801301087858,0.0,2020-04-26,110012
30,0.7753801301087858,0.0,2020-04-27,110012
31,0.7753801301087858,0.0,2020-04-28,110012
32,0.7753801301087858,0.0,2020-04-29,110012
33,0.7753801301087858,0.0,2020-04-30,110012
34,0.7753801301087858,0.0,2020-05-01,110012
35,0.7753801301087858,0.0,2020-05-02,110012
36,0.7753801301087858,0.0,2020-05-03,110012
37,0.7753801301087858,0.0,2020-05-04,110012
38,0.7753801301087858,0.0,2020-05-05,110012
39,0.7753801301087858,0.0,2020-05-06,110012
40,0.7753801301087858,0.0,2020-05-07,110012
41,0.7753801301087858,0.0,2020-05-08,110012
42,0.7753801301087858,0.0,2020-05-09,110012
43,0.7753801301087858,0.0,2020-05-10,110012
44,0.7753801301087858,0.0,2020-05-11,110012
45,0.7753801301087858,0.0,2020-05-12,110012
46,0.7753801301087858,0.0,2020-05-13,110012
0,2.500562626590983,0.0,2020-05-04,110013
1,2.500562626590983,0.0,2020-05-05,110013
2,2.500562626590983,0.0,2020-05-06,110013
3,2.500562626590983,0.0,2020-05-07,110013
4,2.500562626590983,0.0,2020-05-08,110013
5,2.500562626590983,0.0,2020-05-09,110013
6,2.500562626590983,0.0,2020-05-10,110013
7,2.500562626590983,0.0,2020-05-11,110013
8,2.500562626590983,0.0,2020-05-12,110013
9,2.500562626590983,0.0,2020-05-13,110013
0,9.76848686138517,0.0,2020-05-06,110014
1,9.76848686138517,0.0,2020-05-07,110014
2,9.76848686138517,0.0,2020-05-08,110014
3,9.76848686138517,0.0,2020-05-09,110014
4,9.76848686138517,0.0,2020-05-10,110014
5,9.76848686138517,0.0,2020-05-11,110014
6,9.76848686138517,0.0,2020-05-12,110014
7,9.76848686138517,0.0,2020-05-13,110014
0,2.775079783543777,0.0,2020-04-08,110015
1,2.775079783543777,0.0,2020-04-09,110015
2,2.775079783543777,0.0,2020-04-10,110015
3,2.775079783543777,0.0,2020-04-11,110015
4,2.775079783543777,0.0,2020-04-12,110015
5,2.775079783543777,0.0,2020-04-13,110015
6,2.775079783543777,0.0,2020-04-14,110015
7,2.775079783543777,0.0,2020-04-15,110015
8,2.775079783543777,0.0,2020-04-16,110015
9,2.775079783543777,0.0,2020-04-17,110015
10,2.775079783543777,0.0,2020-04-18,110015
11,2.775079783543777,0.0,2020-04-19,110015
12,2.775079783543777,0.0,2020-04-20,110015
13,2.775079783543777,0.0,2020-04-21,110015
14,2.775079783543777,0.0,2020-04-22,110015
15,2.775079783543777,0.0,2020-04-23,110015
16,2.775079783543777,0.0,2020-04-24,110015
17,2.775079783543777,0.0,2020-04-25,110015
18,2.775079783543777,0.0,2020-04-26,110015
19,2.775079783543777,0.0,2020-04-27,110015
20,2.775079783543777,0.0,2020-04-28,110015
21,2.775079783543777,0.0,2020-04-29,110015
22,2.775079783543777,0.0,2020-04-30,110015
23,2.775079783543777,0.0,2020-05-01,110015
24,2.775079783543777,0.0,2020-05-02,110015
25,2.775079783543777,0.0,2020-05-03,110015
26,2.775079783543777,0.0,2020-05-04,110015
27,2.775079783543777,0.0,2020-05-05,110015
28,2.775079783543777,0.0,2020-05-06,110015
29,2.775079783543777,0.0,2020-05-07,110015
30,2.775079783543777,0.0,2020-05-08,110015
31,2.775079783543777,0.0,2020-05-09,110015
32,2.775079783543777,0.0,2020-05-10,110015
33,2.775079783543777,0.0,2020-05-11,110015
34,2.775079783543777,0.0,2020-05-12,110015
35,2.775079783543777,0.0,2020-05-13,110015
0,2.727768685215494,0.0,2020-04-26,110018
1,2.727768685215494,0.0,2020-04-27,110018
2,2.727768685215494,0.0,2020-04-28,110018
3,2.727768685215494,0.0,2020-04-29,110018
4,2.727768685215494,0.0,2020-04-30,110018
5,2.727768685215494,0.0,2020-05-01,110018
6,2.727768685215494,0.0,2020-05-02,110018
7,2.727768685215494,0.0,2020-05-03,110018
8,2.727768685215494,0.0,2020-05-04,110018
9,2.727768685215494,0.0,2020-05-05,110018
10,2.727768685215494,0.0,2020-05-06,110018
11,2.727768685215494,0.0,2020-05-07,110018
12,2.727768685215494,0.0,2020-05-08,110018
13,2.727768685215494,0.0,2020-05-09,110018
14,2.727768685215494,0.0,2020-05-10,110018
15,2.727768685215494,0.0,2020-05-11,110018
16,2.727768685215494,0.0,2020-05-12,110018
17,2.727768685215494,0.0,2020-05-13,110018
0,0.9442086021180488,0.0,2020-03-28,110020
1,0.9442086021180488,0.0,2020-03-29,110020
2,0.9442086021180488,0.0,2020-03-30,110020
3,0.9442086021180488,0.0,2020-03-31,110020
4,0.9442086021180488,0.0,2020-04-01,110020
5,0.9442086021180488,0.0,2020-04-02,110020
6,0.9442086021180488,0.0,2020-04-03,110020
7,0.9442086021180488,0.0,2020-04-04,110020
8,0.9442086021180488,0.0,2020-04-05,110020
9,0.9442086021180488,0.0,2020-04-06,110020
10,0.9442086021180488,0.0,2020-04-07,110020
11,0.9442086021180488,0.0,2020-04-08,110020
12,0.9442086021180488,0.0,2020-04-09,110020
13,0.9442086021180488,0.0,2020-04-10,110020
14,0.9442086021180488,0.0,2020-04-11,110020
15,0.9442086021180488,0.0,2020-04-12,110020
16,0.9442086021180488,0.0,2020-04-13,110020
17,0.9442086021180488,0.0,2020-04-14,110020
18,0.9442086021180488,0.0,2020-04-15,110020
19,0.9442086021180488,0.0,2020-04-16,110020
20,0.9442086021180488,0.0,2020-04-17,110020
21,0.9442086021180488,0.0,2020-04-18,110020
22,0.9442086021180488,0.0,2020-04-19,110020
23,0.9442086021180488,0.0,2020-04-20,110020
24,0.9442086021180488,0.0,2020-04-21,110020
25,0.9442086021180488,0.0,2020-04-22,110020
26,0.9442086021180488,0.0,2020-04-23,110020
27,0.9442086021180488,0.0,2020-04-24,110020
28,0.9442086021180488,0.0,2020-04-25,110020
29,0.9442086021180488,0.0,2020-04-26,110020
30,0.9442086021180488,0.0,2020-04-27,110020
31,0.9442086021180488,0.0,2020-04-28,110020
32,0.9442086021180488,0.0,2020-04-29,110020
33,0.9442086021180488,0.0,2020-04-30,110020
34,0.9442086021180488,0.0,2020-05-01,110020
35,0.9442086021180488,0.0,2020-05-02,110020
36,0.9442086021180488,0.0,2020-05-03,110020
37,0.9442086021180488,0.0,2020-05-04,110020
38,0.9442086021180488,0.0,2020-05-05,110020
39,0.9442086021180488,0.0,2020-05-06,110020
40,0.9442086021180488,0.0,2020-05-07,110020
41,0.9442086021180488,0.0,2020-05-08,110020
42,0.9442086021180488,0.0,2020-05-09,110020
43,0.9442086021180488,0.0,2020-05-10,110020
44,0.9442086021180488,0.0,2020-05-11,110020
45,0.9442086021180488,0.0,2020-05-12,110020
46,0.9442086021180488,0.0,2020-05-13,110020
0,5.267038870746866,0.0,2020-05-12,110025
1,5.267038870746866,0.0,2020-05-13,110025
0,1.8162664826183297,0.0,2020-04-06,110028
1,1.8162664826183297,0.0,2020-04-07,110028
2,1.8162664826183297,0.0,2020-04-08,110028
3,1.8162664826183297,0.0,2020-04-09,110028
4,1.8162664826183297,0.0,2020-04-10,110028
5,1.8162664826183297,0.0,2020-04-11,110028
6,1.8162664826183297,0.0,2020-04-12,110028
7,1.8162664826183297,0.0,2020-04-13,110028
8,1.8162664826183297,0.0,2020-04-14,110028
9,1.8162664826183297,0.0,2020-04-15,110028
10,1.8162664826183297,0.0,2020-04-16,110028
11,1.8162664826183297,0.0,2020-04-17,110028
12,1.8162664826183297,0.0,2020-04-18,110028
13,1.8162664826183297,0.0,2020-04-19,110028
14,1.8162664826183297,0.0,2020-04-20,110028
15,1.8162664826183297,0.0,2020-04-21,110028
16,1.8162664826183297,0.0,2020-04-22,110028
17,1.8162664826183297,0.0,2020-04-23,110028
18,1.8162664826183297,0.0,2020-04-24,110028
19,1.8162664826183297,0.0,2020-04-25,110028
20,1.8162664826183297,0.0,2020-04-26,110028
21,1.8162664826183297,0.0,2020-04-27,110028
22,1.8162664826183297,0.0,2020-04-28,110028
23,1.8162664826183297,0.0,2020-04-29,110028
24,1.8162664826183297,0.0,2020-04-30,110028
25,1.8162664826183297,0.0,2020-05-01,110028
26,1.8162664826183297,0.0,2020-05-02,110028
27,1.8162664826183297,0.0,2020-05-03,110028
28,1.8162664826183297,0.0,2020-05-04,110028
29,1.8162664826183297,0.0,2020-05-05,110028
30,1.8162664826183297,0.0,2020-05-06,110028
31,1.8162664826183297,0.0,2020-05-07,110028
32,1.8162664826183297,0.0,2020-05-08,110028
33,1.8162664826183297,0.0,2020-05-09,110028
34,1.8162664826183297,0.0,2020-05-10,110028
35,1.8162664826183297,0.0,2020-05-11,110028
36,1.8162664826183297,0.0,2020-05-12,110028
37,1.8162664826183297,0.0,2020-05-13,110028
0,1.0014621347166863,0.0,2020-04-06,110030
1,1.0014621347166863,0.0,2020-04-07,110030
2,1.0014621347166863,0.0,2020-04-08,110030
3,1.0014621347166863,0.0,2020-04-09,110030
4,1.0014621347166863,0.0,2020-04-10,110030
5,1.0014621347166863,0.0,2020-04-11,110030
6,1.0014621347166863,0.0,2020-04-12,110030
7,1.0014621347166863,0.0,2020-04-13,110030
8,1.0014621347166863,0.0,2020-04-14,110030
9,1.0014621347166863,0.0,2020-04-15,110030
10,1.0014621347166863,0.0,2020-04-16,110030
11,1.0014621347166863,0.0,2020-04-17,110030
12,1.0014621347166863,0.0,2020-04-18,110030
13,1.0014621347166863,0.0,2020-04-19,110030
14,1.0014621347166863,0.0,2020-04-20,110030
15,1.0014621347166863,0.0,2020-04-21,110030
16,1.0014621347166863,0.0,2020-04-22,110030
17,1.0014621347166863,0.0,2020-04-23,110030
18,1.0014621347166863,0.0,2020-04-24,110030
19,1.0014621347166863,0.0,2020-04-25,110030
20,1.0014621347166863,0.0,2020-04-26,110030
21,1.0014621347166863,0.0,2020-04-27,110030
22,1.0014621347166863,0.0,2020-04-28,110030
23,1.0014621347166863,0.0,2020-04-29,110030
24,1.0014621347166863,0.0,2020-04-30,110030
25,1.0014621347166863,0.0,2020-05-01,110030
26,1.0014621347166863,0.0,2020-05-02,110030
27,1.0014621347166863,0.0,2020-05-03,110030
28,1.0014621347166863,0.0,2020-05-04,110030
29,1.0014621347166863,0.0,2020-05-05,110030
30,1.0014621347166863,0.0,2020-05-06,110030
31,1.0014621347166863,0.0,2020-05-07,110030
32,1.0014621347166863,0.0,2020-05-08,110030
33,1.0014621347166863,0.0,2020-05-09,110030
34,1.0014621347166863,0.0,2020-05-10,110030
35,1.0014621347166863,0.0,2020-05-11,110030
36,1.0014621347166863,0.0,2020-05-12,110030
37,1.0014621347166863,0.0,2020-05-13,110030
0,4.346881112801565,0.0,2020-05-12,110032
1,4.346881112801565,0.0,2020-05-13,110032
0,6.539580812869895,0.0,2020-05-12,110033
1,6.539580812869895,0.0,2020-05-13,110033
0,6.939143709666227,0.0,2020-05-06,110034
1,6.939143709666227,0.0,2020-05-07,110034
2,6.939143709666227,0.0,2020-05-08,110034
3,6.939143709666227,0.0,2020-05-09,110034
4,6.939143709666227,0.0,2020-05-10,110034
5,6.939143709666227,0.0,2020-05-11,110034
6,6.939143709666227,0.0,2020-05-12,110034
7,6.939143709666227,0.0,2020-05-13,110034
0,15.104599350502227,0.0,2020-05-04,110037
1,15.104599350502227,0.0,2020-05-05,110037
2,15.104599350502227,0.0,2020-05-06,110037
3,15.104599350502227,0.0,2020-05-07,110037
4,15.104599350502227,0.0,2020-05-08,110037
5,15.104599350502227,0.0,2020-05-09,110037
6,15.104599350502227,0.0,2020-05-10,110037
7,15.104599350502227,0.0,2020-05-11,110037
8,15.104599350502227,0.0,2020-05-12,110037
9,15.104599350502227,0.0,2020-05-13,110037
0,4.666791114429718,0.0,2020-04-19,110040
1,4.666791114429718,0.0,2020-04-20,110040
2,4.666791114429718,0.0,2020-04-21,110040
3,4.666791114429718,0.0,2020-04-22,110040
4,4.666791114429718,0.0,2020-04-23,110040
5,4.666791114429718,0.0,2020-04-24,110040
6,4.666791114429718,0.0,2020-04-25,110040
7,4.666791114429718,0.0,2020-04-26,110040
8,4.666791114429718,0.0,2020-04-27,110040
9,4.666791114429718,0.0,2020-04-28,110040
10,4.666791114429718,0.0,2020-04-29,110040
11,4.666791114429718,0.0,2020-04-30,110040
12,4.666791114429718,0.0,2020-05-01,110040
13,4.666791114429718,0.0,2020-05-02,110040
14,4.666791114429718,0.0,2020-05-03,110040
15,4.666791114429718,0.0,2020-05-04,110040
16,4.666791114429718,0.0,2020-05-05,110040
17,4.666791114429718,0.0,2020-05-06,110040
18,4.666791114429718,0.0,2020-05-07,110040
19,4.666791114429718,0.0,2020-05-08,110040
20,4.666791114429718,0.0,2020-05-09,110040
21,4.666791114429718,0.0,2020-05-10,110040
22,4.666791114429718,0.0,2020-05-11,110040
23,4.666791114429718,0.0,2020-05-12,110040
24,4.666791114429718,0.0,2020-05-13,110040
0,2.5218136884047007,0.0,2020-04-17,110045
1,2.5218136884047007,0.0,2020-04-18,110045
2,2.5218136884047007,0.0,2020-04-19,110045
3,2.5218136884047007,0.0,2020-04-20,110045
4,2.5218136884047007,0.0,2020-04-21,110045
5,2.5218136884047007,0.0,2020-04-22,110045
6,2.5218136884047007,0.0,2020-04-23,110045
7,2.5218136884047007,0.0,2020-04-24,110045
8,2.5218136884047007,0.0,2020-04-25,110045
9,2.5218136884047007,0.0,2020-04-26,110045
10,2.5218136884047007,0.0,2020-04-27,110045
11,2.5218136884047007,0.0,2020-04-28,110045
12,2.5218136884047007,0.0,2020-04-29,110045
13,2.5218136884047007,0.0,2020-04-30,110045
14,2.5218136884047007,0.0,2020-05-01,110045
15,2.5218136884047007,0.0,2020-05-02,110045
16,2.5218136884047007,0.0,2020-05-03,110045
17,2.5218136884047007,0.0,2020-05-04,110045
18,2.5218136884047007,0.0,2020-05-05,110045
19,2.5218136884047007,0.0,2020-05-06,110045
20,2.5218136884047007,0.0,2020-05-07,110045
21,2.5218136884047007,0.0,2020-05-08,110045
22,2.5218136884047007,0.0,2020-05-09,110045
23,2.5218136884047007,0.0,2020-05-10,110045
24,2.5218136884047007,0.0,2020-05-11,110045
25,2.5218136884047007,0.0,2020-05-12,110045
26,2.5218136884047007,0.0,2020-05-13,110045
0,11.712344811431251,0.0,2020-04-30,110050
1,11.712344811431251,0.0,2020-05-01,110050
2,11.712344811431251,0.0,2020-05-02,110050
3,11.712344811431251,0.0,2020-05-03,110050
4,11.712344811431251,0.0,2020-05-04,110050
5,11.712344811431251,0.0,2020-05-05,110050
6,11.712344811431251,0.0,2020-05-06,110050
7,11.712344811431251,0.0,2020-05-07,110050
8,11.712344811431251,0.0,2020-05-08,110050
9,11.712344811431251,0.0,2020-05-09,110050
10,11.712344811431251,0.0,2020-05-10,110050
11,11.712344811431251,0.0,2020-05-11,110050
12,11.712344811431251,0.0,2020-05-12,110050
13,11.712344811431251,0.0,2020-05-13,110050
0,16.051364365971107,0.0,2020-05-12,110060
1,16.051364365971107,0.0,2020-05-13,110060
0,7.072635971426552,7.072635971426552,2020-05-02,110070
1,7.072635971426552,7.072635971426552,2020-05-03,110070
2,7.072635971426552,7.072635971426552,2020-05-04,110070
3,7.072635971426552,7.072635971426552,2020-05-05,110070
4,7.072635971426552,7.072635971426552,2020-05-06,110070
5,7.072635971426552,7.072635971426552,2020-05-07,110070
6,7.072635971426552,7.072635971426552,2020-05-08,110070
7,7.072635971426552,7.072635971426552,2020-05-09,110070
8,7.072635971426552,7.072635971426552,2020-05-10,110070
9,7.072635971426552,7.072635971426552,2020-05-11,110070
10,7.072635971426552,7.072635971426552,2020-05-12,110070
11,7.072635971426552,7.072635971426552,2020-05-13,110070
0,3.746300528228375,0.0,2020-04-26,110080
1,3.746300528228375,0.0,2020-04-27,110080
2,3.746300528228375,0.0,2020-04-28,110080
3,3.746300528228375,0.0,2020-04-29,110080
4,3.746300528228375,0.0,2020-04-30,110080
5,3.746300528228375,0.0,2020-05-01,110080
6,3.746300528228375,0.0,2020-05-02,110080
7,3.746300528228375,0.0,2020-05-03,110080
8,3.746300528228375,0.0,2020-05-04,110080
9,3.746300528228375,0.0,2020-05-05,110080
10,3.746300528228375,0.0,2020-05-06,110080
11,3.746300528228375,0.0,2020-05-07,110080
12,3.746300528228375,0.0,2020-05-08,110080
13,3.746300528228375,0.0,2020-05-09,110080
14,3.746300528228375,0.0,2020-05-10,110080
15,3.746300528228375,0.0,2020-05-11,110080
16,3.746300528228375,0.0,2020-05-12,110080
17,3.746300528228375,0.0,2020-05-13,110080
0,3.9658933174697597,3.9658933174697597,2020-04-29,110094
1,3.9658933174697597,3.9658933174697597,2020-04-30,110094
2,3.9658933174697597,3.9658933174697597,2020-05-01,110094
3,3.9658933174697597,3.9658933174697597,2020-05-02,110094
4,3.9658933174697597,3.9658933174697597,2020-05-03,110094
5,3.9658933174697597,3.9658933174697597,2020-05-04,110094
6,3.9658933174697597,3.9658933174697597,2020-05-05,110094
7,3.9658933174697597,3.9658933174697597,2020-05-06,110094
8,3.9658933174697597,3.9658933174697597,2020-05-07,110094
9,3.9658933174697597,3.9658933174697597,2020-05-08,110094
10,3.9658933174697597,3.9658933174697597,2020-05-09,110094
11,3.9658933174697597,3.9658933174697597,2020-05-10,110094
12,3.9658933174697597,3.9658933174697597,2020-05-11,110094
13,3.9658933174697597,3.9658933174697597,2020-05-12,110094
14,3.9658933174697597,3.9658933174697597,2020-05-13,110094
0,38.62495171881035,0.0,2020-04-30,110100
1,38.62495171881035,0.0,2020-05-01,110100
2,38.62495171881035,0.0,2020-05-02,110100
3,38.62495171881035,0.0,2020-05-03,110100
4,38.62495171881035,0.0,2020-05-04,110100
5,38.62495171881035,0.0,2020-05-05,110100
6,38.62495171881035,0.0,2020-05-06,110100
7,38.62495171881035,0.0,2020-05-07,110100
8,38.62495171881035,0.0,2020-05-08,110100
9,38.62495171881035,0.0,2020-05-09,110100
10,38.62495171881035,0.0,2020-05-10,110100
11,38.62495171881035,0.0,2020-05-11,110100
12,38.62495171881035,0.0,2020-05-12,110100
13,38.62495171881035,0.0,2020-05-13,110100
0,9.562057754828839,0.0,2020-04-27,110110
1,9.562057754828839,0.0,2020-04-28,110110
2,9.562057754828839,0.0,2020-04-29,110110
3,9.562057754828839,0.0,2020-04-30,110110
4,9.562057754828839,0.0,2020-05-01,110110
5,9.562057754828839,0.0,2020-05-02,110110
6,9.562057754828839,0.0,2020-05-03,110110
7,9.562057754828839,0.0,2020-05-04,110110
8,9.562057754828839,0.0,2020-05-05,110110
9,9.562057754828839,0.0,2020-05-06,110110
10,9.562057754828839,0.0,2020-05-07,110110
11,9.562057754828839,0.0,2020-05-08,110110
12,9.562057754828839,0.0,2020-05-09,110110
13,9.562057754828839,0.0,2020-05-10,110110
14,9.562057754828839,0.0,2020-05-11,110110
15,9.562057754828839,0.0,2020-05-12,110110
16,9.562057754828839,0.0,2020-05-13,110110
0,9.134922809902255,0.0,2020-05-03,110130
1,9.134922809902255,0.0,2020-05-04,110130
2,9.134922809902255,0.0,2020-05-05,110130
3,9.134922809902255,0.0,2020-05-06,110130
4,9.134922809902255,0.0,2020-05-07,110130
5,9.134922809902255,0.0,2020-05-08,110130
6,9.134922809902255,0.0,2020-05-09,110130
7,9.134922809902255,0.0,2020-05-10,110130
8,9.134922809902255,0.0,2020-05-11,110130
9,9.134922809902255,0.0,2020-05-12,110130
10,9.134922809902255,0.0,2020-05-13,110130
0,6.308352258390109,0.0,2020-05-06,110140
1,6.308352258390109,0.0,2020-05-07,110140
2,6.308352258390109,0.0,2020-05-08,110140
3,6.308352258390109,0.0,2020-05-09,110140
4,6.308352258390109,0.0,2020-05-10,110140
5,6.308352258390109,0.0,2020-05-11,110140
6,6.308352258390109,0.0,2020-05-12,110140
7,6.308352258390109,0.0,2020-05-13,110140
0,35.01400560224089,0.0,2020-05-01,110147
1,35.01400560224089,0.0,2020-05-02,110147
2,35.01400560224089,0.0,2020-05-03,110147
