,date,cases,deaths,casesNew,deathsNew,casesPer100K,deathsPer100K,dias,codigo_ibge,nome,nome_com_uf,frigorifico
1043,2020-06-18,9.0,1.0,0.0,0.0,127.19050310909999,14.132278123199999,29.0,240320,Doutor Severiano (RN),DOUTOR SEVERIANO (RN),
1044,2020-06-18,1582.0,45.0,120.0,4.0,605.0430452558,17.2104532468,83.0,240325,Parnamirim (RN),PARNAMIRIM (RN),
1045,2020-06-18,15.0,2.0,0.0,0.0,266.05179141540003,35.4735721887,69.0,240330,Encanto (RN),ENCANTO (RN),
1046,2020-06-18,6.0,0.0,0.0,0.0,99.2555831266,0.0,18.0,240340,Equador (RN),EQUADOR (RN),
1047,2020-06-18,12.0,0.0,0.0,0.0,114.23131841979999,0.0,31.0,240350,Espírito Santo (RN),ESPÍRITO SANTO (RN),
1048,2020-06-18,194.0,5.0,9.0,0.0,678.7251163279,17.4929153693,77.0,240360,Extremoz (RN),EXTREMOZ (RN),
1049,2020-06-18,42.0,1.0,1.0,1.0,701.7543859649,16.708437761099997,45.0,240370,Felipe Guerra (RN),FELIPE GUERRA (RN),
1050,2020-06-18,6.0,0.0,1.0,0.0,196.463654224,0.0,57.0,240375,Fernando Pedroza (RN),FERNANDO PEDROZA (RN),
1051,2020-06-18,13.0,0.0,3.0,0.0,142.6064063186,0.0,31.0,240380,Florânia (RN),FLORÂNIA (RN),
1052,2020-06-18,1.0,0.0,0.0,0.0,35.4107648725,0.0,18.0,240390,Francisco Dantas (RN),FRANCISCO DANTAS (RN),
1053,2020-06-18,5.0,0.0,0.0,0.0,122.9105211406,0.0,31.0,240400,Frutuoso Gomes (RN),FRUTUOSO GOMES (RN),
1054,2020-06-18,11.0,0.0,0.0,0.0,394.8312993539,0.0,33.0,240410,Galinhos (RN),GALINHOS (RN),
1055,2020-06-18,113.0,1.0,0.0,0.0,429.2008508052,3.7982376177,44.0,240420,Goianinha (RN),GOIANINHA (RN),
1056,2020-06-18,20.0,0.0,2.0,0.0,153.4095267316,0.0,37.0,240430,Governador Dix-Sept Rosado (RN),GOVERNADOR DIX-SEPT ROSADO (RN),
1057,2020-06-18,46.0,1.0,4.0,0.0,443.03187903300005,9.6311278051,45.0,240440,Grossos (RN),GROSSOS (RN),
1058,2020-06-18,108.0,4.0,0.0,0.0,689.6992145092,25.544415352199998,54.0,240450,Guamaré (RN),GUAMARÉ (RN),
1059,2020-06-18,26.0,2.0,1.0,0.0,188.8711317739,14.528548597999999,45.0,240460,Ielmo Marinho (RN),IELMO MARINHO (RN),
1060,2020-06-18,42.0,7.0,0.0,0.0,271.1251694532,45.1875282422,63.0,240470,Ipanguaçu (RN),IPANGUAÇU (RN),
1061,2020-06-18,2.0,0.0,0.0,0.0,89.24587237840001,0.0,30.0,240480,Ipueira (RN),IPUEIRA (RN),
1062,2020-06-18,37.0,1.0,2.0,0.0,490.1960784314,13.2485426603,52.0,240485,Itajá (RN),ITAJÁ (RN),
1063,2020-06-18,14.0,0.0,0.0,0.0,238.1762504253,0.0,38.0,240490,Itaú (RN),ITAÚ (RN),
1064,2020-06-18,9.0,0.0,0.0,0.0,98.5437424724,0.0,62.0,240500,Jaçanã (RN),JAÇANÃ (RN),
1065,2020-06-18,16.0,1.0,1.0,1.0,232.6257633033,14.5391102065,25.0,240510,Jandaíra (RN),JANDAÍRA (RN),
1066,2020-06-18,1.0,1.0,0.0,0.0,18.9825360668,18.9825360668,31.0,240520,Janduís (RN),JANDUÍS (RN),
1067,2020-06-18,9.0,0.0,0.0,0.0,88.39996071110001,0.0,55.0,240530,Januário Cicco (RN),JANUÁRIO CICCO (RN),
1068,2020-06-18,7.0,0.0,0.0,0.0,138.4767556874,0.0,21.0,240540,Japi (RN),JAPI (RN),
1069,2020-06-18,2.0,0.0,0.0,0.0,76.56967840739999,0.0,31.0,240550,Jardim de Angicos (RN),JARDIM DE ANGICOS (RN),
1070,2020-06-18,20.0,2.0,9.0,0.0,134.7981397857,13.4798139786,18.0,240560,Jardim de Piranhas (RN),JARDIM DE PIRANHAS (RN),
1071,2020-06-18,18.0,1.0,0.0,0.0,145.2081316554,8.0671184253,37.0,240570,Jardim do Seridó (RN),JARDIM DO SERIDÓ (RN),
1072,2020-06-18,66.0,2.0,10.0,0.0,188.8141896724,5.7216421112999996,56.0,240580,João Câmara (RN),JOÃO CÂMARA (RN),
1073,2020-06-18,30.0,2.0,2.0,1.0,163.9792292976,10.9319486198,38.0,240610,Jucurutu (RN),JUCURUTU (RN),
1074,2020-06-18,8.0,0.0,0.0,0.0,205.2334530528,0.0,20.0,240615,Jundiá (RN),JUNDIÁ (RN),
1075,2020-06-18,8.0,1.0,0.0,0.0,118.1858472448,14.7732309056,23.0,240620,Lagoa d'Anta (RN),LAGOA D'ANTA (RN),
1076,2020-06-18,5.0,1.0,0.0,0.0,66.2778366914,13.255567338299999,67.0,240630,Lagoa de Pedras (RN),LAGOA DE PEDRAS (RN),
1077,2020-06-18,18.0,0.0,0.0,0.0,658.8579795022,0.0,27.0,240640,Lagoa de Velhos (RN),LAGOA DE VELHOS (RN),
1078,2020-06-18,8.0,1.0,0.0,1.0,51.2360701934,6.4045087742,37.0,240650,Lagoa Nova (RN),LAGOA NOVA (RN),
1079,2020-06-18,10.0,0.0,0.0,0.0,121.2856276531,0.0,51.0,240660,Lagoa Salgada (RN),LAGOA SALGADA (RN),
1080,2020-06-18,16.0,0.0,0.0,0.0,141.8817061275,0.0,44.0,240670,Lajes (RN),LAJES (RN),
1081,2020-06-18,17.0,0.0,0.0,0.0,357.21790292080004,0.0,60.0,240680,Lajes Pintadas (RN),LAJES PINTADAS (RN),
1082,2020-06-18,5.0,0.0,0.0,0.0,125.1251251251,0.0,24.0,240690,Lucrécia (RN),LUCRÉCIA (RN),
1083,2020-06-18,9.0,1.0,0.0,0.0,88.9679715302,9.88533017,81.0,240700,Luís Gomes (RN),LUÍS GOMES (RN),
1084,2020-06-18,285.0,14.0,9.0,1.0,352.75769878209996,17.3284483612,83.0,240710,Macaíba (RN),MACAÍBA (RN),
1085,2020-06-18,82.0,5.0,3.0,1.0,257.7481611869,15.7163512919,42.0,240720,Macau (RN),MACAU (RN),
1086,2020-06-18,3.0,0.0,2.0,0.0,35.9410566671,0.0,10.0,240730,Marcelino Vieira (RN),MARCELINO VIEIRA (RN),
1087,2020-06-18,4.0,0.0,0.0,0.0,45.8452722063,0.0,36.0,240740,Martins (RN),MARTINS (RN),
1088,2020-06-18,18.0,1.0,1.0,0.0,145.50157626709998,8.0834209037,47.0,240750,Maxaranguape (RN),MAXARANGUAPE (RN),
1089,2020-06-18,8.0,1.0,0.0,0.0,173.87524451209998,21.734405564,24.0,240760,Messias Targino (RN),MESSIAS TARGINO (RN),
1090,2020-06-18,28.0,1.0,0.0,0.0,248.86676739849997,8.888098835700001,54.0,240770,Montanhas (RN),MONTANHAS (RN),
1091,2020-06-18,53.0,1.0,2.0,0.0,236.0696628213,4.4541445815,83.0,240780,Monte Alegre (RN),MONTE ALEGRE (RN),
1092,2020-06-18,2.0,0.0,0.0,0.0,95.0118764846,0.0,8.0,240790,Monte das Gameleiras (RN),MONTE DAS GAMELEIRAS (RN),
1093,2020-06-18,1810.0,97.0,73.0,10.0,608.6529602055,32.6184183094,83.0,240800,Mossoró (RN),MOSSORÓ (RN),
1094,2020-06-18,6029.0,242.0,225.0,38.0,681.9194636034,27.3717880564,83.0,240810,Natal (RN),NATAL (RN),
1095,2020-06-18,83.0,2.0,6.0,0.0,300.70284761970004,7.2458517499,66.0,240820,Nísia Floresta (RN),NÍSIA FLORESTA (RN),
1096,2020-06-18,110.0,6.0,7.0,0.0,294.5665854377,16.0672682966,51.0,240830,Nova Cruz (RN),NOVA CRUZ (RN),
1097,2020-06-18,11.0,0.0,0.0,0.0,258.3372475341,0.0,27.0,240840,Olho d'Água do Borges (RN),OLHO D'ÁGUA DO BORGES (RN),
1098,2020-06-18,10.0,0.0,0.0,0.0,207.8137988362,0.0,54.0,240850,Ouro Branco (RN),OURO BRANCO (RN),
1099,2020-06-18,2.0,0.0,0.0,0.0,47.014574518100005,0.0,36.0,240860,Paraná (RN),PARANÁ (RN),
1100,2020-06-18,6.0,0.0,1.0,0.0,159.2356687898,0.0,44.0,240870,Paraú (RN),PARAÚ (RN),
1101,2020-06-18,10.0,0.0,1.0,0.0,190.9490166126,0.0,40.0,240880,Parazinho (RN),PARAZINHO (RN),
1102,2020-06-18,28.0,0.0,1.0,0.0,130.3720258882,0.0,47.0,240890,Parelhas (RN),PARELHAS (RN),
1103,2020-06-18,31.0,1.0,0.0,0.0,285.7669616519,9.2182890855,31.0,240895,Rio do Fogo (RN),RIO DO FOGO (RN),
1104,2020-06-18,10.0,0.0,5.0,0.0,75.31821947729999,0.0,83.0,240910,Passa e Fica (RN),PASSA E FICA (RN),
1105,2020-06-18,4.0,0.0,0.0,0.0,129.4917449013,0.0,21.0,240920,Passagem (RN),PASSAGEM (RN),
1106,2020-06-18,6.0,1.0,0.0,0.0,47.040376323000004,7.8400627205,30.0,240930,Patu (RN),PATU (RN),
1107,2020-06-18,18.0,1.0,0.0,0.0,324.2658980364,18.0147721131,52.0,240933,Santa Maria (RN),SANTA MARIA (RN),
1108,2020-06-18,27.0,1.0,0.0,0.0,88.8333223663,3.2901230506,66.0,240940,Pau dos Ferros (RN),PAU DOS FERROS (RN),
1109,2020-06-18,21.0,0.0,0.0,0.0,648.7488415199,0.0,46.0,240950,Pedra Grande (RN),PEDRA GRANDE (RN),
1110,2020-06-18,1.0,0.0,1.0,0.0,40.6834825061,0.0,1.0,240960,Pedra Preta (RN),PEDRA PRETA (RN),
1111,2020-06-18,5.0,0.0,0.0,0.0,74.4490768314,0.0,33.0,240970,Pedro Avelino (RN),PEDRO AVELINO (RN),
1112,2020-06-18,13.0,0.0,0.0,0.0,87.8022423342,0.0,44.0,240980,Pedro Velho (RN),PEDRO VELHO (RN),
1113,2020-06-18,95.0,5.0,2.0,0.0,627.9331085994,33.049110978899996,50.0,240990,Pendências (RN),PENDÊNCIAS (RN),
1114,2020-06-18,10.0,0.0,1.0,0.0,260.5523710266,0.0,48.0,241000,Pilões (RN),PILÕES (RN),
1115,2020-06-18,36.0,1.0,3.0,0.0,233.5690650749,6.4880295854,62.0,241010,Poço Branco (RN),POÇO BRANCO (RN),
1116,2020-06-18,4.0,0.0,0.0,0.0,50.8453031651,0.0,49.0,241020,Portalegre (RN),PORTALEGRE (RN),
1117,2020-06-18,25.0,1.0,0.0,0.0,388.37967997510003,15.535187199000001,46.0,241025,Porto do Mangue (RN),PORTO DO MANGUE (RN),
1118,2020-06-18,28.0,3.0,3.0,0.0,269.3602693603,28.86002886,37.0,241030,Serra Caiada (RN),SERRA CAIADA (RN),
1119,2020-06-18,50.0,1.0,3.0,0.0,519.6964972456,10.3939299449,24.0,241040,Pureza (RN),PUREZA (RN),
1120,2020-06-18,8.0,0.0,0.0,0.0,249.9218994064,0.0,16.0,241060,Rafael Godeiro (RN),RAFAEL GODEIRO (RN),
1121,2020-06-18,9.0,1.0,0.0,0.0,251.46689019279998,27.940765576999997,48.0,241070,Riacho da Cruz (RN),RIACHO DA CRUZ (RN),
1122,2020-06-18,32.0,1.0,1.0,0.0,393.70078740160005,12.303149606300002,48.0,241090,Riachuelo (RN),RIACHUELO (RN),
1123,2020-06-18,7.0,0.0,0.0,0.0,156.7047235281,0.0,37.0,241100,Rodolfo Fernandes (RN),RODOLFO FERNANDES (RN),
1124,2020-06-18,25.0,0.0,0.0,0.0,608.8650754993,0.0,82.0,241105,Tibau (RN),TIBAU (RN),
1125,2020-06-18,16.0,0.0,1.0,0.0,444.4444444444,0.0,29.0,241110,Ruy Barbosa (RN),RUY BARBOSA (RN),
1126,2020-06-18,101.0,1.0,4.0,0.0,254.5747844936,2.5205424207,69.0,241120,Santa Cruz (RN),SANTA CRUZ (RN),
1127,2020-06-18,18.0,0.0,1.0,0.0,140.7239465249,0.0,42.0,241140,Santana do Matos (RN),SANTANA DO MATOS (RN),
1128,2020-06-18,5.0,0.0,0.0,0.0,186.5671641791,0.0,23.0,241142,Santana do Seridó (RN),SANTANA DO SERIDÓ (RN),
1129,2020-06-18,64.0,5.0,2.0,0.0,265.1640702685,20.7159429897,77.0,241150,Santo Antônio (RN),SANTO ANTÔNIO (RN),
1130,2020-06-18,6.0,0.0,3.0,0.0,218.4200946487,0.0,29.0,241160,São Bento do Norte (RN),SÃO BENTO DO NORTE (RN),
1131,2020-06-18,8.0,0.0,0.0,0.0,179.81568891889998,0.0,29.0,241170,São Bento do Trairí (RN),SÃO BENTO DO TRAIRÍ (RN),
1132,2020-06-18,5.0,1.0,0.0,1.0,139.5089285714,27.901785714299997,26.0,241180,São Fernando (RN),SÃO FERNANDO (RN),
1133,2020-06-18,2.0,0.0,0.0,0.0,47.303689687799995,0.0,3.0,241190,São Francisco do Oeste (RN),SÃO FRANCISCO DO OESTE (RN),
1134,2020-06-18,782.0,30.0,22.0,6.0,763.671875,29.296875,82.0,241200,São Gonçalo do Amarante (RN),SÃO GONÇALO DO AMARANTE (RN),
1135,2020-06-18,5.0,0.0,0.0,0.0,80.7363151946,0.0,27.0,241210,São João do Sabugi (RN),SÃO JOÃO DO SABUGI (RN),
1136,2020-06-18,241.0,4.0,27.0,0.0,548.9874484612001,9.111824870700001,81.0,241220,São José de Mipibu (RN),SÃO JOSÉ DE MIPIBU (RN),
1137,2020-06-18,15.0,2.0,0.0,0.0,116.67703795889999,15.556938394500001,20.0,241230,São José do Campestre (RN),SÃO JOSÉ DO CAMPESTRE (RN),
1138,2020-06-18,5.0,0.0,0.0,0.0,107.8981441519,0.0,18.0,241240,São José do Seridó (RN),SÃO JOSÉ DO SERIDÓ (RN),
1139,2020-06-18,25.0,0.0,0.0,0.0,106.2970364386,0.0,62.0,241250,São Miguel (RN),SÃO MIGUEL (RN),
1140,2020-06-18,15.0,0.0,1.0,0.0,145.8860143941,0.0,62.0,241255,São Miguel do Gostoso (RN),SÃO MIGUEL DO GOSTOSO (RN),
1141,2020-06-18,54.0,3.0,2.0,0.0,307.1847090278,17.0658171682,51.0,241260,São Paulo do Potengi (RN),SÃO PAULO DO POTENGI (RN),
1142,2020-06-18,29.0,2.0,1.0,0.0,485.6807904874,33.4952269302,76.0,241270,São Pedro (RN),SÃO PEDRO (RN),
1143,2020-06-18,24.0,2.0,0.0,0.0,292.6115581565,24.384296513000002,61.0,241280,São Rafael (RN),SÃO RAFAEL (RN),
1144,2020-06-18,35.0,1.0,0.0,0.0,316.5988240615,9.0456806875,47.0,241290,São Tomé (RN),SÃO TOMÉ (RN),
1145,2020-06-18,2.0,0.0,0.0,0.0,31.1332503113,0.0,41.0,241300,São Vicente (RN),SÃO VICENTE (RN),
1146,2020-06-18,12.0,0.0,0.0,0.0,197.1738416037,0.0,43.0,241310,Senador Elói de Souza (RN),SENADOR ELÓI DE SOUZA (RN),
1147,2020-06-18,10.0,2.0,0.0,0.0,225.2252252252,45.045045045,41.0,241320,Senador Georgino Avelino (RN),SENADOR GEORGINO AVELINO (RN),
1148,2020-06-18,6.0,0.0,0.0,0.0,104.13051023950001,0.0,63.0,241330,Serra de São Bento (RN),SERRA DE SÃO BENTO (RN),
1149,2020-06-18,47.0,2.0,2.0,1.0,393.70078740160005,16.7532249958,51.0,241335,Serra do Mel (RN),SERRA DO MEL (RN),
1150,2020-06-18,18.0,2.0,0.0,0.0,222.82743253279997,24.758603614800002,57.0,241340,Serra Negra do Norte (RN),SERRA NEGRA DO NORTE (RN),
1151,2020-06-18,5.0,0.0,0.0,0.0,80.2697062129,0.0,27.0,241350,Serrinha (RN),SERRINHA (RN),
1152,2020-06-18,7.0,0.0,0.0,0.0,286.8852459016,0.0,35.0,241360,Severiano Melo (RN),SEVERIANO MELO (RN),
1153,2020-06-18,6.0,1.0,0.0,0.0,233.8269680436,38.9711613406,48.0,241380,Taboleiro Grande (RN),TABOLEIRO GRANDE (RN),
1154,2020-06-18,13.0,1.0,1.0,0.0,105.8718136656,8.143985666599999,76.0,241390,Taipu (RN),TAIPU (RN),
1155,2020-06-18,22.0,2.0,1.0,0.0,139.8868188466,12.7169835315,20.0,241400,Tangará (RN),TANGARÁ (RN),
1156,2020-06-18,14.0,2.0,0.0,0.0,129.7978861487,18.5425551641,75.0,241410,Tenente Ananias (RN),TENENTE ANANIAS (RN),
1157,2020-06-18,12.0,0.0,0.0,0.0,201.6129032258,0.0,36.0,241415,Tenente Laurentino Cruz (RN),TENENTE LAURENTINO CRUZ (RN),
1158,2020-06-18,27.0,0.0,0.0,0.0,190.4090267983,0.0,35.0,241420,Tibau do Sul (RN),TIBAU DO SUL (RN),
1159,2020-06-18,6.0,0.0,0.0,0.0,248.5501242751,0.0,18.0,241430,Timbaúba dos Batistas (RN),TIMBAÚBA DOS BATISTAS (RN),
1160,2020-06-18,216.0,7.0,3.0,1.0,648.9019737435,21.0292306306,62.0,241440,Touros (RN),TOUROS (RN),
1161,2020-06-18,2.0,0.0,1.0,0.0,61.7856039543,0.0,3.0,241445,Triunfo Potiguar (RN),TRIUNFO POTIGUAR (RN),
1162,2020-06-18,11.0,1.0,0.0,0.0,104.216011369,9.4741828517,37.0,241450,Umarizal (RN),UMARIZAL (RN),
1163,2020-06-18,7.0,0.0,0.0,0.0,47.7522341224,0.0,43.0,241460,Upanema (RN),UPANEMA (RN),
1164,2020-06-18,13.0,1.0,2.0,0.0,236.3636363636,18.1818181818,33.0,241470,Várzea (RN),VÁRZEA (RN),
1165,2020-06-18,1.0,0.0,0.0,0.0,23.9406272444,0.0,20.0,241475,Venha-Ver (RN),VENHA-VER (RN),
1166,2020-06-18,31.0,0.0,1.0,0.0,248.3775338515,0.0,21.0,241480,Vera Cruz (RN),VERA CRUZ (RN),
1167,2020-06-18,3.0,0.0,0.0,0.0,174.621653085,0.0,28.0,241490,Viçosa (RN),VIÇOSA (RN),
1168,2020-06-18,15.0,0.0,0.0,0.0,473.18611987379995,0.0,16.0,241500,Vila Flor (RN),VILA FLOR (RN),
1169,2020-06-18,17.0,2.0,0.0,0.0,166.1129568106,19.5427008013,29.0,250010,Água Branca (PB),ÁGUA BRANCA (PB),
1170,2020-06-18,3.0,0.0,0.0,0.0,53.1914893617,0.0,31.0,250020,Aguiar (PB),AGUIAR (PB),
1171,2020-06-18,250.0,6.0,0.0,0.0,877.3161145424001,21.055586749,55.0,250030,Alagoa Grande (PB),ALAGOA GRANDE (PB),
1172,2020-06-18,108.0,2.0,0.0,0.0,518.010456137,9.5927862248,57.0,250040,Alagoa Nova (PB),ALAGOA NOVA (PB),
1173,2020-06-18,261.0,1.0,0.0,0.0,1801.3665539375,6.901787562999999,45.0,250050,Alagoinha (PB),ALAGOINHA (PB),
1174,2020-06-18,6.0,0.0,0.0,0.0,109.249817917,0.0,23.0,250053,Alcantil (PB),ALCANTIL (PB),
1175,2020-06-18,258.0,7.0,0.0,0.0,1317.1329385338001,35.736164999,50.0,250060,Alhandra (PB),ALHANDRA (PB),
1176,2020-06-18,28.0,0.0,0.0,0.0,155.2622823556,0.0,65.0,250070,São João do Rio do Peixe (PB),SÃO JOÃO DO RIO DO PEIXE (PB),
1177,2020-06-18,12.0,0.0,0.0,0.0,536.1930294906,0.0,35.0,250073,Amparo (PB),AMPARO (PB),
1178,2020-06-18,13.0,0.0,0.0,0.0,155.7445788906,0.0,30.0,250077,Aparecida (PB),APARECIDA (PB),
1179,2020-06-18,115.0,0.0,0.0,0.0,676.9882851592,0.0,51.0,250080,Araçagi (PB),ARAÇAGI (PB),
1180,2020-06-18,46.0,0.0,0.0,0.0,341.4996288048,0.0,35.0,250090,Arara (PB),ARARA (PB),
1181,2020-06-18,23.0,1.0,0.0,0.0,113.2335565183,4.9231981094999995,28.0,250100,Araruna (PB),ARARUNA (PB),
1182,2020-06-18,112.0,1.0,0.0,0.0,490.81905429690005,4.3823129848,54.0,250110,Areia (PB),AREIA (PB),
1183,2020-06-18,1.0,0.0,0.0,0.0,46.992481203000004,0.0,24.0,250115,Areia de Baraúnas (PB),AREIA DE BARAÚNAS (PB),
1184,2020-06-18,18.0,1.0,0.0,0.0,257.2163475279,14.2897970849,37.0,250120,Areial (PB),AREIAL (PB),
1185,2020-06-18,67.0,0.0,0.0,0.0,349.8146504464,0.0,40.0,250130,Aroeiras (PB),AROEIRAS (PB),
1186,2020-06-18,20.0,0.0,0.0,0.0,501.2531328321,0.0,25.0,250135,Assunção (PB),ASSUNÇÃO (PB),
1187,2020-06-18,112.0,1.0,0.0,0.0,1245.4130990771,11.1197598132,42.0,250140,Baía da Traição (PB),BAÍA DA TRAIÇÃO (PB),
1188,2020-06-18,56.0,0.0,0.0,0.0,262.6888075804,0.0,42.0,250150,Bananeiras (PB),BANANEIRAS (PB),
1189,2020-06-18,82.0,0.0,0.0,0.0,1676.206050695,0.0,21.0,250153,Baraúna (PB),BARAÚNA (PB),
1190,2020-06-18,38.0,0.0,0.0,0.0,454.59983251589995,0.0,40.0,250157,Barra de Santana (PB),BARRA DE SANTANA (PB),
1191,2020-06-18,15.0,0.0,0.0,0.0,97.503900156,0.0,29.0,250160,Barra de Santa Rosa (PB),BARRA DE SANTA ROSA (PB),
1192,2020-06-18,5.0,1.0,0.0,0.0,82.83631544069999,16.5672630881,57.0,250170,Barra de São Miguel (PB),BARRA DE SÃO MIGUEL (PB),
1193,2020-06-18,631.0,43.0,3.0,1.0,651.3212221305,44.3848059455,70.0,250180,Bayeux (PB),BAYEUX (PB),
1194,2020-06-18,117.0,1.0,0.0,0.0,661.9144602851001,5.6573885494,38.0,250190,Belém (PB),BELÉM (PB),
1195,2020-06-18,6.0,0.0,0.0,0.0,81.7216017434,0.0,32.0,250200,Belém do Brejo do Cruz (PB),BELÉM DO BREJO DO CRUZ (PB),
1196,2020-06-18,2.0,0.0,0.0,0.0,57.126535275600006,0.0,16.0,250205,Bernardino Batista (PB),BERNARDINO BATISTA (PB),
1197,2020-06-18,1.0,0.0,0.0,0.0,18.6358553858,0.0,23.0,250210,Boa Ventura (PB),BOA VENTURA (PB),
1198,2020-06-18,46.0,0.0,0.0,0.0,652.3897319529,0.0,34.0,250215,Boa Vista (PB),BOA VISTA (PB),
1199,2020-06-18,2.0,0.0,0.0,0.0,78.0944943381,0.0,59.0,250220,Bom Jesus (PB),BOM JESUS (PB),
1200,2020-06-18,5.0,0.0,0.0,0.0,100.5025125628,0.0,14.0,250230,Bom Sucesso (PB),BOM SUCESSO (PB),
1201,2020-06-18,1.0,0.0,0.0,0.0,8.3913736679,0.0,20.0,250240,Bonito de Santa Fé (PB),BONITO DE SANTA FÉ (PB),
1202,2020-06-18,73.0,1.0,0.0,0.0,410.02022017519994,5.6167153449,54.0,250250,Boqueirão (PB),BOQUEIRÃO (PB),
1203,2020-06-18,2.0,0.0,0.0,0.0,32.695765898299996,0.0,83.0,250260,Igaracy (PB),IGARACY (PB),
1204,2020-06-18,2.0,0.0,0.0,0.0,38.0011400342,0.0,42.0,250270,Borborema (PB),BORBOREMA (PB),
1205,2020-06-18,47.0,1.0,0.0,0.0,332.8140490016,7.0811499788,55.0,250280,Brejo do Cruz (PB),BREJO DO CRUZ (PB),
1206,2020-06-18,3.0,0.0,0.0,0.0,46.5188401303,0.0,14.0,250290,Brejo dos Santos (PB),BREJO DOS SANTOS (PB),
1207,2020-06-18,626.0,9.0,0.0,0.0,2867.8761224115997,41.231445849400004,55.0,250300,Caaporã (PB),CAAPORÃ (PB),
1208,2020-06-18,7.0,0.0,0.0,0.0,124.7549456425,0.0,28.0,250310,Cabaceiras (PB),CABACEIRAS (PB),
1209,2020-06-18,1476.0,11.0,0.0,0.0,2179.0480689737,16.2395181292,78.0,250320,Cabedelo (PB),CABEDELO (PB),
1210,2020-06-18,30.0,1.0,0.0,0.0,292.8543537681,9.7618117923,31.0,250330,Cachoeira dos Índios (PB),CACHOEIRA DOS ÍNDIOS (PB),
1211,2020-06-18,7.0,0.0,0.0,0.0,190.11406844110002,0.0,21.0,250340,Cacimba de Areia (PB),CACIMBA DE AREIA (PB),
1212,2020-06-18,36.0,0.0,0.0,0.0,209.46063885490003,0.0,34.0,250350,Cacimba de Dentro (PB),CACIMBA DE DENTRO (PB),
1213,2020-06-18,28.0,1.0,0.0,0.0,390.3527115572,13.9411682699,28.0,250355,Cacimbas (PB),CACIMBAS (PB),
1214,2020-06-18,66.0,1.0,0.0,0.0,916.539369532,13.8869601444,48.0,250360,Caiçara (PB),CAIÇARA (PB),
1215,2020-06-18,279.0,7.0,0.0,0.0,450.0508121885,11.291597438399998,58.0,250370,Cajazeiras (PB),CAJAZEIRAS (PB),
1216,2020-06-18,1.0,0.0,0.0,0.0,31.318509239,0.0,42.0,250375,Cajazeirinhas (PB),CAJAZEIRINHAS (PB),
1217,2020-06-18,35.0,2.0,0.0,0.0,581.9753907549,33.2557366146,32.0,250380,Caldas Brandão (PB),CALDAS BRANDÃO (PB),
1218,2020-06-18,1.0,0.0,0.0,0.0,16.6306336271,0.0,3.0,250390,Camalaú (PB),CAMALAÚ (PB),
