,date,cases,deaths,casesNew,deathsNew,casesPer100K,deathsPer100K,dias,codigo_ibge,nome,nome_com_uf,frigorifico
22,2020-06-18,617.0,6.0,12.0,0.0,2682.0256465986,26.081286676799998,38.0,110032,São Miguel do Guaporé (RO),SÃO MIGUEL DO GUAPORÉ (RO),1.0
23,2020-06-18,141.0,3.0,22.0,0.0,461.04044730730004,9.809371219299999,38.0,110033,Nova Mamoré (RO),NOVA MAMORÉ (RO),
24,2020-06-18,10.0,1.0,0.0,0.0,69.3914370967,6.939143709700001,44.0,110034,Alvorada D'Oeste (RO),ALVORADA D'OESTE (RO),
25,2020-06-18,32.0,1.0,1.0,0.0,241.673589608,7.5522996753,46.0,110037,Alto Alegre dos Parecis (RO),ALTO ALEGRE DOS PARECIS (RO),
26,2020-06-18,34.0,3.0,3.0,0.0,158.6708978906,14.0003733433,61.0,110040,Alto Paraíso (RO),ALTO PARAÍSO (RO),
27,2020-06-18,76.0,2.0,1.0,0.0,191.6578403188,5.0436273768,63.0,110045,Buritis (RO),BURITIS (RO),
28,2020-06-18,18.0,1.0,0.0,0.0,210.8222066058,11.712344811400001,50.0,110050,Novo Horizonte do Oeste (RO),NOVO HORIZONTE DO OESTE (RO),
29,2020-06-18,13.0,0.0,0.0,0.0,208.66773675759998,0.0,38.0,110060,Cacaulândia (RO),CACAULÂNDIA (RO),
30,2020-06-18,27.0,2.0,1.0,0.0,190.96117122849998,14.1452719429,48.0,110070,Campo Novo de Rondônia (RO),CAMPO NOVO DE RONDÔNIA (RO),
31,2020-06-18,350.0,6.0,0.0,0.0,1311.2051848799001,22.4778031694,54.0,110080,Candeias do Jamari (RO),CANDEIAS DO JAMARI (RO),
32,2020-06-18,15.0,0.0,1.0,0.0,491.4809960682,0.0,10.0,110090,Castanheiras (RO),CASTANHEIRAS (RO),
33,2020-06-18,10.0,0.0,0.0,0.0,89.4294401717,0.0,16.0,110092,Chupinguaia (RO),CHUPINGUAIA (RO),1.0
34,2020-06-18,49.0,1.0,0.0,0.0,194.328772556,3.9658933175,51.0,110094,Cujubim (RO),CUJUBIM (RO),
35,2020-06-18,23.0,0.0,0.0,0.0,296.1246298442,0.0,50.0,110100,Governador Jorge Teixeira (RO),GOVERNADOR JORGE TEIXEIRA (RO),
36,2020-06-18,59.0,0.0,0.0,0.0,564.1614075348999,0.0,53.0,110110,Itapuã do Oeste (RO),ITAPUÃ DO OESTE (RO),
37,2020-06-18,2.0,0.0,0.0,0.0,20.7039337474,0.0,27.0,110120,Ministro Andreazza (RO),MINISTRO ANDREAZZA (RO),
38,2020-06-18,43.0,1.0,0.0,0.0,392.8016808258,9.1349228099,47.0,110130,Mirante da Serra (RO),MIRANTE DA SERRA (RO),
39,2020-06-18,45.0,1.0,0.0,0.0,283.87585162759996,6.3083522584,31.0,110140,Monte Negro (RO),MONTE NEGRO (RO),
40,2020-06-18,26.0,0.0,0.0,0.0,373.0272596844,0.0,13.0,110143,Nova União (RO),NOVA UNIÃO (RO),
41,2020-06-18,0.0,0.0,0.0,0.0,0.0,0.0,,110145,Parecis (RO),PARECIS (RO),
42,2020-06-18,20.0,0.0,2.0,0.0,922.0839096358001,0.0,25.0,110146,Pimenteiras do Oeste (RO),PIMENTEIRAS DO OESTE (RO),
43,2020-06-18,5.0,0.0,0.0,0.0,175.07002801119998,0.0,49.0,110147,Primavera de Rondônia (RO),PRIMAVERA DE RONDÔNIA (RO),
44,2020-06-18,3.0,0.0,0.0,0.0,58.0046403712,0.0,42.0,110148,São Felipe D'Oeste (RO),SÃO FELIPE D'OESTE (RO),
45,2020-06-18,32.0,1.0,0.0,0.0,157.89993091879998,4.9343728412,31.0,110149,São Francisco do Guaporé (RO),SÃO FRANCISCO DO GUAPORÉ (RO),
46,2020-06-18,10.0,0.0,0.0,0.0,84.3454790823,0.0,30.0,110150,Seringueiras (RO),SERINGUEIRAS (RO),
47,2020-06-18,4.0,0.0,1.0,0.0,92.8505106778,0.0,13.0,110155,Teixeirópolis (RO),TEIXEIRÓPOLIS (RO),
48,2020-06-18,10.0,0.0,0.0,0.0,95.7487552662,0.0,43.0,110160,Theobroma (RO),THEOBROMA (RO),
49,2020-06-18,23.0,0.0,0.0,0.0,200.5755646638,0.0,57.0,110170,Urupá (RO),URUPÁ (RO),
50,2020-06-18,29.0,0.0,0.0,0.0,258.8361299536,0.0,49.0,110175,Vale do Anari (RO),VALE DO ANARI (RO),
51,2020-06-18,14.0,0.0,2.0,0.0,205.1282051282,0.0,31.0,110180,Vale do Paraíso (RO),VALE DO PARAÍSO (RO),
52,2020-06-18,181.0,2.0,1.0,0.0,1186.4184583115,13.1095962244,82.0,120001,Acrelândia (AC),ACRELÂNDIA (AC),
