"id","G01","G02","G03","G04","G05","G06","G07","G08","G09","G10","G11","G12","G13","G14","G15","G16","G17","G18","G19","G20","user","name","x","verified","followers","image","siglapartido","deputadosfederais","senadores","ministrosbolsonaro","midia","governador","prefeitocapitais","candidatospresidente18","presidentes","partidos","comentaristaspoliticos","outrospoliticos","jornalistacolunista","canaisyoutube","justica","artistas","esporte","local","size","group","important"
"1202130601",15.45,17.95,15.05,11.99,9.33,6.18,4.48,3.31,2.4,1.89,1.55,1.3,1.17,1.25,1.39,1.62,1.71,1.34,0.55,0.1,"psol50","PSOL 50",10.8890319304002,1,53689,"1025350519886422016/jIuGnRRn_bigger.jpg",NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,31.812046142972,1,0
"1049084929613520896",18.06,18.36,16.47,13.45,10.57,7.46,5.17,3.25,2,1.28,0.92,0.75,0.57,0.47,0.4,0.33,0.26,0.13,0.08,0.02,"bolsoregrets","Bolsominions Arrependidos",8.52631671631833,0,51772,"1063585907285024768/v-wGT_XD_bigger.jpg",NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,31.4183902047131,1,0
"39116717",15.08,17.57,14.28,11.3,9.05,6.37,4.68,3.25,2.26,1.7,1.45,1.23,1.21,1.37,1.6,2.08,2.43,1.91,0.95,0.21,"jandira_feghali","Jandira Feghali",11.8704236676911,1,51749,"1096486218605490176/WedQClrI_bigger.jpg","PC do B",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,31.4136086230784,1,0
"13653812",18.02,19.83,16.8,12.54,9.17,6.27,4.78,3.22,2.17,1.58,1.16,0.83,0.72,0.66,0.65,0.55,0.49,0.36,0.14,0.05,"pablovillaca","Pablo Villaça",5.16028730604475,1,51138,"1064489008682676225/Gufqk-vZ_bigger.jpg",NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,31.2860627480437,1,0
"69358153",15.27,17.85,16.09,13.1,10.21,7.36,5.3,3.38,2.25,1.49,1.19,0.95,0.9,0.86,0.88,0.88,0.87,0.66,0.35,0.15,"lelispatricia","Patrícia Lélis",10.9290805422353,1,50567,"1106320198485856256/UFhb2bUG_bigger.jpg",NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,31.1659451937377,1,0
"234398308",12.64,16.19,14.92,12.39,9.91,7.31,5.79,4.28,3.25,2.52,2.13,1.62,1.44,1.27,1.12,1.21,0.96,0.65,0.31,0.08,"brumelianebrum","Eliane Brum",11.3932194704502,1,49902,"1091244227701493760/p2FLG2xm_bigger.jpg",NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,31.024908162968,1,0
"103704608",26.36,20.6,16.05,11.91,8.51,5.46,3.61,2.19,1.27,0.9,0.62,0.49,0.4,0.35,0.3,0.38,0.33,0.16,0.1,0.03,"taliriapetrone","Talíria Petrone",3.76907644196505,1,46676,"1049699555426615296/qa3XlS8s_bigger.jpg","PSOL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,30.3223245111425,1,0
"836801502383640577",21.55,19.04,15.51,11.92,9.29,6.66,4.75,3.25,1.87,1.27,0.96,0.73,0.6,0.64,0.52,0.47,0.45,0.28,0.13,0.11,"luizguiprado","Luiz Guilherme Prado",7.77814905523828,0,46606,"975928391403823104/offC_rbl_bigger.jpg",NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,30.3067255541806,1,0
"74763991",19.25,20.22,15.72,11.85,8.85,5.81,4.32,3.09,2.07,1.49,1.15,0.88,0.76,0.87,0.86,0.87,0.87,0.65,0.31,0.11,"cynaramenezes","cynara menezes",6.25010191922545,1,46348,"429549634/euzed_bigger.jpg",NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,30.2490970106019,1,0
"47739030",12.01,15.19,13.28,10.84,8.69,6.81,5.71,5.09,4.34,3.3,2.67,2.18,1.9,1.77,1.69,1.68,1.37,0.93,0.43,0.11,"Bob_Fernandes","Bob Fernandes",13.7204552132358,0,45212,"1085146759721037824/I447LegF_bigger.jpg",NA,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,NA,29.9927767729568,1,0
"53738068",23.69,20.03,15.81,11.8,8.68,5.84,3.86,2.52,1.72,1.2,0.94,0.71,0.58,0.55,0.54,0.52,0.5,0.32,0.13,0.06,"Savagefiction","Ale Santos",6.31853818570315,1,41410,"1025522972721917952/h7W1Du8g_bigger.jpg",NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,29.1023236288682,1,0
"112498734",13.39,17.52,15.67,12.79,9.94,7.04,5.11,3.78,2.66,1.92,1.6,1.29,1.26,1.25,1.24,1.36,1.23,0.69,0.23,0.03,"IvanValente","Ivan Valente",9.77288581063888,1,40478,"1052627113675755520/XxVxMAi0_bigger.jpg","PSOL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,28.8757850377714,1,0
"4400597716",15.19,18.35,16.18,12.71,9.33,6.48,4.61,3.25,2.17,1.63,1.29,1.19,1.17,1.2,1.21,1.44,1.23,0.86,0.39,0.13,"lauraabcarvalho","Laura Carvalho",9.96041178127805,1,40375,"974283186715938816/FPY0pP-s_bigger.jpg",NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,28.8505365152222,1,0
"55022037",13.92,17.42,14.8,12.23,9.45,6.64,5.17,4.02,2.91,2.27,1.84,1.54,1.45,1.49,1.39,1.41,1.17,0.67,0.18,0,"luizaerundina","Luiza Erundina",10.1138270213322,1,40314,"1049420705429942272/1Xhvkfrp_bigger.jpg","PSOL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,28.8355632552167,1,0
"735567688303575042",27.37,22.45,16.76,11.16,7.39,4.62,2.86,1.73,1.05,0.81,0.57,0.47,0.4,0.43,0.47,0.45,0.4,0.34,0.2,0.07,"safbf","Sabrina Fernandes",3.28408008956345,0,39757,"1106697282219589633/FJ2_Facm_bigger.jpg",NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,28.698136394483,1,0
"40548874",12.09,16.05,14.89,12.15,9.49,6.6,5.19,3.68,2.79,2.06,1.9,1.68,1.49,1.55,1.78,1.88,1.99,1.47,0.89,0.36,"GeorgMarques","George Marques",14.2057472033638,1,39582,"1121908229963956225/Cb5ktRIY_bigger.png",NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,28.6546943757075,1,0
"25577585",12.93,16.15,13.88,11.52,9.3,6.79,5.56,4.11,3.39,2.76,2.29,1.97,1.79,1.65,1.62,1.49,1.26,0.92,0.46,0.15,"FlavioDino","Flávio Dino",12.4760075293359,1,39108,"1121750454956896256/qrpPHcvm_bigger.jpg","PC do B",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Maranhão",28.5363817924757,1,0
"362033655",15.9,19.38,16.49,12.76,9.82,6.55,4.62,3.26,2.24,1.43,1.32,1.04,0.89,0.87,0.85,0.89,0.85,0.53,0.26,0.05,"JornalismoWando","JornalismoWando",7.72711923519459,1,38894,"642365736225239040/V4JTathD_bigger.jpg",NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,28.482653060186,1,0
"183234497",38.86,20.41,13.94,9.18,6.3,3.97,2.79,1.5,0.85,0.58,0.35,0.26,0.19,0.2,0.2,0.17,0.1,0.11,0.03,0.01,"natalyneri","Nátaly Neri",2.3600304871893,1,37906,"1098601812976902145/q0bA5-QG_bigger.jpg",NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,28.2320081926011,1,0
"3316550554",21.05,21.16,16.79,12.29,9.09,5.71,3.87,2.32,1.5,1.02,0.89,0.59,0.5,0.56,0.58,0.69,0.63,0.44,0.21,0.12,"elikatakimoto","Elika Takimoto",5.52276149332416,0,37704,"1049240196053700609/_WiGEkXP_bigger.jpg",NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,28.18022821893,1,0
"783489340043325440",24.89,19.09,14.44,10.44,7.56,5.13,3.81,2.65,1.77,1.26,0.99,0.78,0.85,0.79,1.03,1.14,1.27,1.13,0.72,0.26,"memescomuna","Memes Comunista",8.91440587631877,0,37079,"783499599147401217/Ss3yL8zY_bigger.jpg",NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,28.0188370551439,1,0
"2620301570",31.65,20.68,15.17,10.63,7.71,4.68,3.07,1.9,1.16,0.84,0.5,0.31,0.38,0.29,0.27,0.26,0.23,0.15,0.07,0.04,"NAOKAHLO","Não Me Kahlo",3.354002488609,0,37041,"920773466055413760/_vO6fHvW_bigger.jpg",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,28.0089661710772,1,0
"76699270",20.01,19.62,14.76,11.12,8.28,5.63,4.05,2.98,2.01,1.53,1.14,0.94,1.02,0.99,1.17,1.51,1.66,1.05,0.42,0.08,"MST_Oficial","MST Oficial",7.11946822011042,0,36533,"858360747860144131/NBv0J9k9_bigger.jpg",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,27.876354827561,1,0
