"id","G01","G02","G03","G04","G05","G06","G07","G08","G09","G10","G11","G12","G13","G14","G15","G16","G17","G18","G19","G20","user","name","x","verified","followers","image","siglapartido","deputadosfederais","senadores","ministrosbolsonaro","midia","governador","prefeitocapitais","candidatospresidente18","presidentes","partidos","comentaristaspoliticos","outrospoliticos","jornalistacolunista","canaisyoutube","justica","artistas","esporte","local","size","group","important"
"87324565",15.86,17.13,13.61,10.69,8.44,6.52,5.17,4.09,2.97,2.21,1.79,1.52,1.46,1.44,1.67,1.74,1.85,1.19,0.53,0.11,"tijolaco","Tijolaço",10.766506871059,0,35751,"378800000780196146/e99b83ead231f29dc5cf1fdc1748bf5e_bigger.png",NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,27.6697926727886,1,0
"43340387",16.14,17.62,14.49,11.27,9.17,6.46,4.88,3.71,2.62,1.82,1.58,1.42,1.27,1.26,1.41,1.54,1.6,1.06,0.51,0.17,"DCM_online","DCM ONLINE",10.0814271089129,1,34502,"718100254306992128/sdOjwWxp_bigger.jpg",NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,27.3335336192233,1,0
"35751569",11.48,15.46,15.47,13.75,10.63,8.01,5.78,4.24,2.78,2.14,1.51,1.32,1.12,1.04,1.18,1.1,1.17,0.98,0.62,0.22,"VICEBRASIL","VICE BRASIL",12.3340980434376,1,32457,"672022018146082816/RcYi8NvS_bigger.jpg",NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,26.7649970233743,1,0
"239543773",18.08,19.21,16.08,12.25,9.06,6.39,4.61,3.03,2.02,1.46,1.06,0.92,0.86,0.86,0.92,0.9,0.95,0.75,0.45,0.15,"AntiCast","AntiCast",9.85295663304215,0,28029,"756002132575281152/11TAFvq4_bigger.jpg",NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,25.4465409062358,1,0
"18144791",13.83,16.46,14,11.68,8.83,6.93,5.54,4.43,3.51,2.56,1.92,1.45,1.58,1.33,1.4,1.43,1.48,0.99,0.5,0.13,"operamundi","Opera Mundi",10.9895501692503,1,22657,"1026559120017686528/22v-U5Zp_bigger.jpg",NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,23.6449860404726,1,0
"23138365",20.74,19.21,14.53,11.1,8.21,6.01,4.48,3.45,2.3,1.52,1.35,1,1.1,1.06,1.13,1.12,0.99,0.49,0.19,0.02,"eduguim","BLOG DA CIDADANIA",6.98963388569161,0,22098,"1062066328788496384/QT-kpJCF_bigger.jpg",NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,23.4417225613025,1,0
"34366699",15.77,17.03,13.37,10.94,8.47,6.39,5.42,4.28,3.42,2.6,2.02,1.61,1.46,1.35,1.54,1.63,1.37,0.85,0.41,0.07,"redebrasilatual","Rede Brasil Atual",10.2967998657302,0,20533,"1116051664644071430/GYzuAok2_bigger.png",NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,22.8537796682967,1,0
"209175738",32.44,21.19,15.08,10.18,7.42,4.43,2.91,1.91,1.17,0.68,0.56,0.34,0.39,0.28,0.24,0.31,0.25,0.15,0.06,0.01,"blogfeministas","Blogueiras Feministas",2.72376437675113,0,20341,"1018860352828829696/r6HqtOAv_bigger.jpg",NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,22.7796143354594,1,0
"151635190",17.75,19.98,15.43,11.76,8.94,5.95,4.37,3.12,2.1,1.65,1.38,1,1.04,1.04,0.92,1.1,1.02,0.87,0.42,0.15,"Pragmatismo_","Pragmatismo Politico",6.45630649286301,0,19102,"1065356038491258881/BI9ApDpo_bigger.jpg",NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,22.2894217062654,1,0
"2528987124",13.17,17.44,15.82,12.78,10.21,7.04,5.21,3.98,2.55,2.05,1.55,1.34,1.16,1.04,1.04,1.25,1.25,0.7,0.37,0.06,"pontejornalismo","Ponte Jornalismo",10.3798445208304,0,17252,"1030573176466677761/fO7rxLv7_bigger.jpg",NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,21.5163707546832,1,0
"45908423",18.45,18.77,15.72,12.45,9.61,7.03,4.93,3.44,2.39,1.59,1.02,0.83,0.71,0.71,0.79,0.67,0.5,0.3,0.08,0.01,"portalvermelho","Portal Vermelho",5.16917215215517,0,16153,"851898033868505091/oUDmS2ra_bigger.jpg",NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,21.0306278094939,1,0
"1347385232",20.13,19.93,15.19,11.36,8.62,5.39,4.16,3.01,1.97,1.54,1.15,1.05,1,1.03,1.08,1.16,1.19,0.67,0.31,0.07,"JornalGGN","JornalGGN",6.66973095268249,0,16053,"740249321694724096/yKdztgyF_bigger.jpg",NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,20.985347892349,1,0
"1241736810",32.86,21.92,14.76,9.55,7.37,4.38,2.91,1.8,1.03,0.75,0.6,0.41,0.41,0.27,0.28,0.25,0.25,0.15,0.05,0.01,"BlogNegras","Blogueiras Negras",2.22853080142789,0,12589,"984862500486307841/W8hzKaXH_bigger.jpg",NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,19.2846718301052,1,0
"2477786197",24.98,22.07,15.52,11.23,7.75,5.07,3.21,2.08,1.56,1.07,0.81,0.51,0.73,0.62,0.53,0.62,0.7,0.51,0.32,0.12,"contracorrentes","Contra Corrente",4.02026931469867,0,12448,"1067128622002122752/M48CRasy_bigger.jpg",NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,19.2091574761881,1,0
"826966349821906945",30.82,23.85,16.48,11.19,7.01,3.81,2.17,1.27,0.77,0.56,0.37,0.22,0.22,0.2,0.26,0.27,0.26,0.15,0.11,0.01,"revolushow","Revolushow",0.580102114675799,0,9392,"1063798197779394560/vnB7cDcN_bigger.jpg",NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,17.4098667640454,1,0
"246860338",25.97,22.44,17.36,11.61,7.98,5,2.8,1.85,1.1,0.81,0.46,0.46,0.38,0.53,0.46,0.38,0.26,0.09,0.07,0,"cbaraodeitarare","Barão de Itararé",0.849606709414149,0,5825,"984530989178376193/u8TZ_vtY_bigger.jpg",NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,14.7195814690914,1,0
"3223002887",28.34,22.78,16.14,10.98,7.51,4.64,3.24,1.79,1.07,0.63,0.59,0.54,0.41,0.33,0.26,0.24,0.2,0.15,0.13,0.04,"revistaazmina","Revista AzMina",1.62057785175147,0,5413,"804424159845642240/NiIJasS5_bigger.jpg",NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,14.3431013409561,1,0
"711773405708685313",22.43,21.05,16.89,9.77,8.58,5.44,4.32,3.3,2.01,1.42,1.35,0.59,0.76,0.66,0.49,0.36,0.4,0.13,0.03,0,"generonumero","Gênero e Número",3.68501830319252,0,3032,"753656156963364865/JfNPKzzJ_bigger.jpg",NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,11.6711621264888,1,0
"36687908",18.79,22.87,18.18,12.84,8.89,5.54,3.87,1.96,1.83,1.02,0.65,0.29,0.61,0.53,0.61,0.73,0.24,0.33,0.16,0.04,"passapalavra","Passa Palavra",3.76600737106105,0,2453,"1024319266307428353/DHTCOnsp_bigger.jpg",NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,10.8161144240412,1,0
"354095556",12.14,14.93,13.56,11.6,9.81,7.53,5.99,4.45,3.25,2.45,1.92,1.69,1.5,1.5,1.57,1.72,1.74,1.52,0.87,0.25,"Haddad_Fernando","Fernando Haddad",17.6585684525317,1,287549,"1059241482710929410/7jU0V1mA_bigger.jpg","PT",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,56.3081272770896,2,1
"25858078",13.25,16.19,14.19,11.9,9.93,7.42,5.68,4.07,2.83,2.02,1.57,1.35,1.22,1.29,1.34,1.55,1.66,1.46,0.82,0.26,"ManuelaDavila","Manuela",15.9598734054895,1,218426,"1120660265807294464/T8C96Sjc_bigger.png",NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,51.3011211244475,2,0
"33374761",4.58,10.25,11.65,11.57,10.8,9.04,7.5,5.91,4.34,3.36,2.68,2.4,2.23,2.23,2.28,2.6,2.64,2.25,1.31,0.38,"cirogomes","Ciro Gomes",25.14135924091,1,191126,"1029926047788228608/INFVA7Xs_bigger.jpg","PDT",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,49.030329392518,2,0
"78473551",10.2,12.98,12.25,10.84,9.25,7.53,6.52,5.92,5.45,4.44,3.36,2.61,2.04,1.71,1.51,1.39,1.06,0.63,0.27,0.07,"Marcelodedois","Marcelo D2",18.0663106678014,1,183001,"1040692366611496961/66qV-6fl_bigger.jpg",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,48.3130120772893,2,0
"2670726740",11.17,14.8,12.87,10.72,9.26,7.13,5.71,4.4,3.14,2.4,1.96,1.82,1.7,1.8,2.03,2.37,2.57,2.35,1.4,0.42,"LulaOficial","Lula",19.2034051995504,1,167314,"1056865819530063872/ZnHn4dgf_bigger.jpg","PT",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,46.8656022642729,2,0
"21054053",7.03,9.37,9.29,8.64,8.16,7.34,7.38,7.14,6.67,5.88,4.84,4.21,3.56,2.79,2.5,2.14,1.61,0.97,0.37,0.09,"emicida","emicida",20.6334537091614,1,166502,"1122990866078097410/ZW-6fbBj_bigger.png",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,46.7882604338091,2,0
"25704704",8.87,13.05,12.92,11.67,10.24,8.22,7.08,6.02,4.85,3.47,2.58,2.02,1.73,1.61,1.57,1.51,1.3,0.83,0.38,0.08,"gduvivier","Gregorio Duvivier",16.4567693329639,1,160355,"936390568946651136/mFZ9oOfR_bigger.jpg",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,46.1944481525583,2,0
"14317501",10.53,13.08,12.77,11.49,10.01,8.3,7.46,6.17,4.82,3.57,2.56,2.01,1.64,1.42,1.26,1.1,0.9,0.59,0.25,0.07,"euclarice","Clarice Falcão",17.3180298364702,1,154908,"1111713349946040324/P-pH1QnI_bigger.jpg",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,45.6554398880631,2,0
"116820742",7.05,10.27,10.34,9.87,9.45,8.33,7.96,7.1,6.09,5.04,4.02,3.26,2.68,2.2,2,1.8,1.35,0.81,0.29,0.08,"diImabr","Dilma Bolada",18.8039743950623,0,140958,"1014197027029377024/xRlV-rRB_bigger.jpg",NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,44.214809765575,2,0
"45870897",11.27,13.93,13.2,11.22,9.59,7.62,6.83,5.66,4.31,3.12,2.35,1.81,1.58,1.46,1.44,1.52,1.45,1.08,0.45,0.11,"MarceloFreixo","Marcelo Freixo",14.8992576203839,1,140449,"1092387628756975616/KHEG9Apb_bigger.jpg","PSOL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,44.16048171083,2,0
"45447020",7.13,10.57,10.49,9.7,8.91,7.55,7.1,6.84,6.28,5.12,4.07,3.47,2.87,2.48,2.22,2.05,1.55,1.03,0.45,0.1,"xicosa","xico sá",19.818767559194,1,138432,"1080788983746039808/WuU5KNPI_bigger.jpg",NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,43.9438974660811,2,0
"111123176",10.41,13.78,12.72,10.96,9.33,7.26,6.47,5.95,4.94,3.58,2.55,1.94,1.54,1.44,1.54,1.69,1.7,1.39,0.64,0.17,"jeanwyllys_real","Jean Wyllys",15.781165580098,1,126451,"1057312251110146049/WA_Mzc5Y_bigger.jpg","PSOL",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,42.6119582986515,2,0
"41191715",11.7,14.58,14.43,13.05,10.5,7.87,5.94,4.23,3,2.2,1.79,1.54,1.44,1.46,1.49,1.59,1.47,1.04,0.51,0.17,"ramos_leandro","Leandro Ramos",15.3909862725671,1,99935,"1096786422013538305/JIOB264Z_bigger.jpg",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,39.3316571068323,2,0
"2822845639",11.14,12.79,12.08,11.19,9.86,7.15,6.08,4.54,3.39,2.59,1.99,1.86,1.84,1.74,2.1,2.41,2.68,2.41,1.61,0.57,"HistoriaNoPaint","História No Paint",23.2098238854953,0,95021,"1100078320933310466/HRafBiyU_bigger.png",NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,38.6616831860058,2,0
"198861212",5.21,8.3,8.28,7.4,6.55,5.53,5.2,4.92,5.16,5.28,5.71,5.91,5.37,5.15,4.67,4.26,3.51,2.29,0.99,0.3,"Juninhope08","Juninho Pernambucano",26.9615437100229,1,90865,"1111644950322507776/_3I6ZhAv_bigger.jpg",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,38.0767844699881,2,0
"155526308",5.49,8.71,8.99,8.14,7.47,6.6,6.78,7.83,8.41,7.21,6.06,4.7,3.74,2.88,2.39,1.93,1.39,0.82,0.35,0.1,"leandraleal","Leandra Leal",23.3476188435164,1,90734,"1047181889826639873/CsR74SUp_bigger.jpg",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,38.0580607670201,2,0
"26426132",10,12.67,13.68,13.3,11.73,8.86,7.36,5.7,4.11,2.92,2.14,1.53,1.15,1.03,0.91,0.92,0.87,0.65,0.34,0.11,"jnflesch","José Norberto Flesch",17.2432008997777,1,88023,"899335427001380864/WblXpeEy_bigger.jpg",NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,37.6664673767331,2,0
"54423036",6.84,10.71,11.31,10.91,9.73,8.53,7.79,7.26,6.24,4.89,3.79,2.9,2.17,1.78,1.52,1.42,1.1,0.67,0.34,0.09,"titimuller","titi müller",20.3437133669983,1,80896,"1043498995606343680/V43svS6o_bigger.jpg",NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,36.5970996634162,2,0
"31139434",9.59,12.17,10.24,8.74,7.46,5.98,5.13,4.23,3.55,2.96,2.74,2.58,2.52,2.73,3.29,4.05,4.56,4.2,2.55,0.73,"gleisi","Gleisi Lula Hoffmann",24.1834707470483,1,75249,"1107738073444597761/75R2ybrI_bigger.png","PT",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,35.7042732765993,2,0
"39522911",10.72,13.44,11.23,9.63,8.28,6.55,5.77,4.93,4.45,3.76,3.22,2.65,2.23,2.11,2.24,2.6,2.68,2.19,1.08,0.25,"ptbrasil","PT Brasil",18.6306028204559,1,74163,"1115665016957677568/LLkCZpNw_bigger.png",NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,35.5274905632744,2,0
"583108053",4.46,8.43,9.26,8.81,8.59,7.85,7.71,8.13,7.67,6.54,5.06,4.07,3.29,2.62,2.37,2.06,1.61,0.98,0.42,0.09,"caetanoveloso","Caetano Veloso",23.6890975094687,1,72568,"921431389056196613/ANbLsW18_bigger.jpg",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,35.2646948278915,2,0
"69373037",11,14.5,12.98,10.82,8.85,7.02,5.68,4.76,4.11,3.25,2.73,2.33,2.19,2.01,2.13,2.15,1.85,1.14,0.39,0.09,"esuplicy","Eduardo Suplicy",15.8530204818282,1,72465,"1115708400300625921/09mqRMDb_bigger.png",NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,35.2475924925098,2,0
"44449830",9.45,14.1,14.18,12.54,10.86,8.08,6.33,4.9,3.52,2.65,2.13,1.64,1.52,1.49,1.52,1.78,1.64,1.13,0.44,0.08,"lucianagenro","Luciana Genro",15.0031435406671,1,71838,"1122488770861903872/LFDRMfsj_bigger.jpg",NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,35.1431329323044,2,0
"30117765",6.7,10.56,10.79,9.61,8.72,7.41,7.18,7.21,6.56,4.94,3.91,3.11,2.53,2.45,2.25,2.24,1.82,1.26,0.59,0.17,"marcelorubens","Marcelo Rubens Paiva",20.7605991186872,1,71511,"1027697413698592768/Z6e8wR5X_bigger.jpg",NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,35.0884127209002,2,0
"17229791",10.68,13.52,11.99,10.2,8.6,6.86,5.97,4.92,4.17,3.5,3.21,2.84,2.49,2.3,2.23,2.21,2.07,1.4,0.66,0.19,"ConversaAfiada","Conversa Afiada",16.4131653131187,1,64721,"816688834683568128/8lLoTEZH_bigger.jpg",NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,33.9123972207245,2,0
"363801092",6.17,10.96,12.34,12.11,10.84,8.55,6.83,5.15,3.84,2.94,2.21,2.1,1.99,1.95,2.25,2.55,2.82,2.49,1.45,0.46,"Pirulla25","Pirula #160K",24.2346524858063,1,64652,"1036391516682502151/qnxPNizP_bigger.jpg",NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,33.9000334942614,2,0
"63118359",13.13,15.75,13.03,10.38,8.47,6.19,4.93,3.71,2.82,2.15,1.77,1.55,1.58,1.71,2.08,2.71,3.25,2.88,1.53,0.38,"mariadorosario","Maria do Rosario #LulaLivre",16.1978600050043,1,63012,"1113075482143133696/XZ7Wsy6z_bigger.png","PT",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,33.603545214873,2,0
"14754376",10.71,13,11.17,9.61,8.14,6.65,6.12,5.59,4.82,3.97,3.2,2.7,2.5,2.55,2.57,2.57,2.15,1.35,0.52,0.12,"luisnassif","Luis Nassif",17.361444076203,1,61728,"3296515311/6b1729dd94e7646fb539eeb6e8f2274b_bigger.jpeg",NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,33.367805677918,2,0
"15336738",8.64,12.3,12.95,11.9,10.44,8.65,7.67,5.94,4.63,3.46,2.6,2.11,1.76,1.52,1.45,1.44,1.14,0.83,0.41,0.16,"bicmuller","Bic Müller",18.366663968032,1,60838,"1107465106953302017/J67qjgwX_bigger.jpg",NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,33.2024787436181,2,0
"110522807",10.53,14.46,13.71,11.54,9.73,7.43,6.11,4.74,3.7,2.69,2.21,1.88,1.79,1.75,1.89,2.08,1.97,1.28,0.42,0.07,"50ChicoAlencar","Chico Alencar",15.0733514442578,0,54890,"1114217624458625024/BWAvdzWm_bigger.png",NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,32.0539178092186,2,0
"10683412",5.94,11.24,12.61,12.02,10.58,8.77,7.13,5.75,4.51,3.5,2.86,2.54,2.23,2.11,2.02,2.02,1.82,1.33,0.75,0.28,"chicobarney","Chico Barney",20.6484184707755,1,53777,"943215345145384960/P-oVMVtf_bigger.jpg",NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,31.8298903824783,2,0
"1001251931812220928",7.78,12.75,13.62,12.69,11.31,8.94,6.95,5.11,3.53,2.58,2.14,1.97,1.69,1.83,1.68,1.77,1.62,1.19,0.62,0.23,"tabataamaralsp","Tabata Amaral",17.489131400324,1,50049,"1106263468951433216/VLMN20OD_bigger.png","PDT",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,31.0561921516558,2,0
"71310152",11.19,13.41,11.31,9.41,7.64,5.93,5.08,4.1,3.49,2.81,2.44,2.1,2.21,2.44,2.93,3.66,3.95,3.52,1.85,0.53,"lindberghfarias","Lindbergh Farias",20.3822636118117,1,49638,"1054727677146529792/An1DTMw-_bigger.jpg",NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,30.9685700743204,2,0
"62312457",3.39,6.92,8.25,8.19,8.34,7.6,8.17,9.46,9.55,7.31,5.61,4.23,3.37,2.65,2.25,1.81,1.46,0.87,0.41,0.15,"alexnero","infiltrado da KGB",26.2209796611306,1,48497,"633438305556803584/croW3Ta9_bigger.jpg",NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,30.7227541918624,2,0
"59912646",3.56,6.45,7.29,7.56,7.7,7.27,7.48,8.26,8.06,6.99,5.71,4.63,4.04,3.77,3.16,3.04,2.57,1.68,0.63,0.15,"Ticostacruz","Ticosantacruz",27.6864951152962,1,44821,"1095044772102897664/qEcsg9Yk_bigger.jpg",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,29.9035613715779,2,0
"95253000",11.77,14.28,12.05,9.99,8.18,6.21,5.1,4.13,3.44,3.03,2.85,2.82,2.55,2.5,2.78,2.93,2.59,1.87,0.8,0.16,"requiaopmdb","Roberto Requião",17.4197728418025,1,42722,"1033166936367161345/HwWo_bpO_bigger.jpg",NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,29.4155382019624,2,0
"1910459971",9.84,13.47,13.41,11.63,9.98,7.73,5.89,4.28,3.04,2.25,1.8,1.88,1.75,1.76,2.03,2.23,2.35,2.31,1.61,0.76,"XadrezVerbal","Xadrez Verbal",19.4491900362994,0,42394,"689294872491257856/ATxhvpav_bigger.png",NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,29.3378425095763,2,0
"20771988",4.52,7.94,9.12,9.37,8.96,8.3,8,7.35,6.3,5.35,4.51,3.73,3.55,3.23,2.87,2.64,2.13,1.35,0.6,0.19,"MussumAlive","Mussum Alive",25.2053128108318,1,40705,"1069952731241164800/X5T9T2qR_bigger.jpg",NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,28.9312790078707,2,0
"342994346",13.5,15.04,12.2,10.28,8.38,6.2,5.3,4.26,3.47,3,2.45,2.07,2.06,2.03,2.3,2.54,2.45,1.71,0.64,0.11,"inst_lula","Instituto Lula",15.3787372202029,1,39347,"1963868616/institutolula_bigger.jpg",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,28.5961560609657,2,0
"8174292",5.11,9.37,10.53,9.46,8.45,6.99,6.57,6.37,6.09,5.44,4.85,4.11,3.79,3.39,2.97,2.73,1.98,1.18,0.5,0.14,"ronaldrios","latino fodido",24.6748351729601,1,38920,"1119306076887965697/PXIXbd00_bigger.png",NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,28.4891913510533,2,0
"1629241",7.17,11.43,12.03,11.51,10.31,8.49,7.04,6.04,4.75,3.67,2.95,2.51,2.31,1.98,2.01,2.07,1.8,1.21,0.55,0.17,"marcogomes","Marco Gomes",20.8800224729068,1,38707,"1060873989957083136/TQiJ9j2A_bigger.jpg",NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,28.4355415995913,2,0
"18122496",6.46,11.33,11.99,10.51,9.4,7.28,6.13,4.84,3.63,2.89,2.7,2.53,2.53,2.77,3.01,3.44,3.66,2.84,1.52,0.53,"BernardoMF","Bernardo Mello Franco",22.9595326244443,1,35617,"611697083989512192/4UL772S0_bigger.jpg",NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,27.6340956410962,2,0
"77306609",5.29,9.16,10.1,9.77,9.9,8.32,7.79,7.02,5.8,4.5,3.47,2.94,2.61,2.4,2.36,2.42,2.29,1.85,1.45,0.58,"cialetras","Companhia das Letras",24.6406510388974,0,35173,"1100099486813163520/SLmwu79C_bigger.png",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,27.5151721728698,2,0
"40878069",5.51,8.42,8.61,8.08,8.07,7.94,8.16,9.29,9.01,7.13,4.95,3.73,2.71,2.3,1.99,1.77,1.23,0.75,0.27,0.09,"zdoficial","Zélia Duncan",22.7068540657853,0,35160,"656105551475167232/RpdenVeD_bigger.jpg",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,27.5116751379632,2,0
"43442574",6.18,9.18,9.55,8.81,7.86,6.46,5.78,5.13,4.52,4.31,4.11,3.74,3.76,4.12,4.22,4.17,3.75,2.68,1.27,0.39,"gerdwenzel","Gerd Wenzel",26.7905456939512,0,33455,"812305973599682560/chhIfAlO_bigger.jpg",NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,27.045347971124,2,0
"20698646",7.66,11.77,11.48,10.25,9.04,7.58,6.54,6.05,4.93,3.9,3.1,2.36,2.23,2.16,2.26,2.4,2.36,2.09,1.31,0.53,"sergueirock","Serguei, Ministro do Desbunde",22.0882144895269,0,30790,"614579997425172481/DDqhRhE7_bigger.jpg",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,26.2836101548966,2,0
"50038380",12.8,14.03,11.47,9.45,7.67,5.63,4.92,3.98,3.37,2.92,2.49,2.05,2.31,2.41,2.84,3.55,3.56,2.9,1.32,0.33,"vanessa_grazz","Vanessa Grazziotin",18.7971646640171,0,30175,"1057346860975902720/Vzt4ahl1_bigger.jpg",NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,26.101629333013,2,0
"135269423",9.55,12.76,11.43,9.95,8.69,6.7,6.28,5.27,4.67,3.81,3.38,2.88,2.81,2.55,2.56,2.65,2.21,1.27,0.46,0.11,"tarsogenro","Tarso Genro",17.5489028899988,0,30079,"1065601001888075776/w_BK5q0X_bigger.jpg",NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,26.0730000664457,2,0
"48186490",7.05,9.14,9.05,7.53,6.75,5.75,5.55,5.57,5.61,5.51,5.32,5.16,4.73,4.38,3.99,3.79,2.63,1.65,0.66,0.2,"flaviogomes69","Flavio Gomes",24.4151687198767,1,29709,"1080441582569091073/trU35DAB_bigger.jpg",NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,25.9620847572646,2,0
"224628959",5.52,9.6,10.64,10.17,9.28,7.54,6.3,5.23,4.2,3.56,3.18,2.85,3.06,3.19,3.38,3.87,3.7,2.69,1.48,0.54,"JamilChade","Jamil Chade",25.4653732803388,1,28998,"847377126537871364/HbRYymaK_bigger.jpg",NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,25.746334736416,2,0
"45953391",7.09,12.12,12.94,11.7,10.04,8.2,6.4,5.73,4.42,3.56,3.18,2.42,2.3,2.08,2.05,2.1,1.82,1.17,0.54,0.14,"alessandromolon","Alessandro Molon",17.4948636396359,1,27096,"1049363761407152131/DA0yAt32_bigger.jpg","PSB",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,25.1512829174238,2,0
"54312869",12.34,14.91,12.58,10.57,8.56,6.22,5.04,4.14,3.37,3.1,2.57,2.27,1.99,2.08,2.2,2.54,2.78,1.85,0.8,0.09,"PCdoB_Oficial","PCdoB",16.0831334227681,1,26881,"1108014433870082051/EE8qKEtR_bigger.png",NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,25.0822859587773,2,0
"16968506",7.01,10.68,10.29,9.2,8.54,7.42,7.56,8.38,7.59,5.62,4.05,3.19,2.67,1.99,1.73,1.68,1.33,0.75,0.27,0.07,"Leoni_a_jato","Leoni",20.1339069201683,1,26595,"1056689482790027266/YgRJzTW7_bigger.jpg",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,24.9899313801871,2,0
